title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
what happened : inside the bush white house and washington's culture of deception,"the former white house press secretary examines how and why the bush administration went awry, providing a look at george w bush and his top aides in terms of such crises as hurricane katrina, the iraq war, and washington's political infighting",a made-for-washington scandal -- a small part of something grand -- growing up in politics -- governor bush runs for president -- the permanent campaign -- the early days -- september 11 and the partisan ceasefire -- selling the war -- becoming white house press secretary -- deniability -- betting the presidency -- brush fire -- triumph and illusion -- revelation and humiliation -- out of touch -- after the trial -- changing the culture of deception,"['deception', 'communication in politics', 'presidential press secretaries']","['press and politics united states', 'whitewater inquiry, 1993-2000', 'press and politics']",e,"{'deception': 41, 'communication in politics': 7, 'presidential press secretaries': 4}"
scatter my ashes over havana : a memoir,"distinguished poet and teacher olga korman's memoir of exile to the united states in the latter half of the 20th century describes her flight from cuba amid political turmoil, her struggle for a new life in a foreign country, and an eventful return visit to cuba some 37 years later depicts scenes of revolution in cuba, of the student rebellion at harvard university and of social upheaval in the united states during the 1960s shows the fight of hispanic peoples for social and political recognition in buffalo, ny, where she has taught spanish language and literature for the last 20 years","good morning, sadness -- soledad -- my american movies -- from wolf to wolf -- veritas -- hispanic becomes me -- freedom -- the flame that consumes -- confidence -- the impervious melody -- queen mab's veil -- where have they gone? -- the embarcation","['exiles', 'cuban american women', 'cuban americans']","['cuban american women', 'american prose literature', 'american literature']",e,"{'exiles': 102, 'cuban american women': 1, 'cuban americans': 23}"
a band of brave men : the story of the 54th massachusetts regiment,"tells about the heroism of the soldiers of the 54th massachusetts regiment, one of the first all-african american regiments in the civil war","a golden opportunity -- from disappointment to victory -- a band of brave men -- ""three cheers for massachusetts!"" -- mustering out -- glossary -- index",['african american soldiers'],"['african american soldiers', 'bull run, 2nd battle of, va, 1862']",e,{'african american soldiers': 1}
ladies of liberty : the women who shaped our nation,"cokie roberts sheds new light on the generation of heroines, reformers, and visionaries who helped shape our nation with this blend of biographical portraits and behind-the-scenes vignettes chronicling women's public roles and private responsibilities drawing on personal correspondence, private journals, and other primary sources--many of them previously unpublished--roberts brings to life the extraordinary accomplishments of women who laid the groundwork for a better society almost every quotation here is written by a woman, to a woman, or about a woman from first ladies to freethinkers, educators to explorers, this exceptional group includes abigail adams, margaret bayard smith, martha jefferson, dolley madison, elizabeth monroe, louisa catherine adams, eliza hamilton, theodosia burr, rebecca gratz, louisa livingston, rosalie calvert, sacajawea, and others--from publisher description","1797-1801: the presidency of john and abigail adams -- 1801-1805: the first term of thomas jefferson and the ladies of the place -- 1805-1809: the second term of thomas jefferson and women talking politics -- 1809-1813: the first term of james madison and the presidentess -- 1813-1817: the second term of james madison and ""the bravest american soldier"" -- 1817-1825: the presidency of james monroe and some characters to contemplate","['women', 'women', 'women', ""politicians' spouses""]",['women social reformers'],e,"{'women': 126, ""politicians' spouses"": 104}"
the forgotten man : a new history of the great depression,"it's difficult today to imagine how america survived the great depression--only through the stories of the common people who struggled during that era can we really understand it these people are at the heart of this reinterpretation of one of the most crucial events of the twentieth century author shlaes presents the neglected and moving stories of individual americans, and shows how through brave leadership they helped establish the steadfast character we developed as a nation shlaes also traces the mounting agony of the new dealers themselves as they discovered their errors she shows how both hoover and roosevelt failed to understand the prosperity of the 1920s and heaped massive burdens on the country that more than offset the benefit of new deal programs the real question about the depression, she argues, is not whether roosevelt ended it--it is why it lasted so long--from publisher description","cast of characters -- timeline -- introduction -- 1 the beneficent hand -- 2 the junket -- 3 the accident -- 4 the hour of the vallar -- 5 the experimenter -- 6 a river utopia -- 7 a year of prosecutions -- 8 the chicken verses the eagle -- 9 roosevelt's wager -- 10 mellon's gift -- 11 roosevelt's revolution -- 12 the man in the brooks brothers shirt -- 13 black tuesday, again -- 14 ""brace up, america"" -- 15 willkie's wager -- coda -- afterword to the paperback edition","['depressions', 'new deal, 1933-1939']","['depressions, 1929', 'new deal, 1933-1939', 'reconstruction (us history, 1865-1877)']",e,"{'depressions': 74, 'new deal, 1933-1939': 2}"
clinton in exile : a president out of the white house,"an evaluation of the post-presidential life of bill clinton draws on interviews with friends, associates, and adversaries to address questions about how he has adjusted to a life of reduced power, the nature of his relationship with hillary, and the state of his health","oh, for just one more term -- the best house -- getting serious, studying the legacy of jimmy carter -- not quite ready for prime time -- clinton opens his library in a downpour -- bill clinton fixes africa -- the path to 9/11 -- a luddite meets the bloggers -- philanderer in chief -- hillary's (and bill's) run for the white house -- first gent: a dolley madison for the twenty-first century? -- getting the full clinton-- pro bono -- it's monica, stupid!",['presidents'],"['children of presidents', 'ex-presidents', ""presidents' spouses""]",e,{'presidents': 8}
thirty ways of looking at hillary : reflections by women writers,"an evaluation of hillary clinton by thirty women writers considers her political career and prospects from supportive and less favorable perspectives, in a volume that includes contributions by such names as deborah tannen, susan cheever, and lorrie moore","yellow pantsuit / by amy wilentz -- the tyranny of high expectations / by elizabeth kolbert -- hillary rotten / by katha pollitt -- political animals / by susan orlean -- boys and girls / by lorrie moore -- the ballad of bill and hill / by daphne merkin -- monarchy in the making / by lionel shriver -- all hail betty boop / by rebecca mead -- my generation / by jane kramer -- re: hillary / by roz chast -- fate is a feminist issue / by judith thurman -- hillary's list / by susan cheever -- cheating / by ariel levy -- the validator / by kathryn harrison -- the wife, the candidate, the senator, and her husband / by letty cottin pogrebin -- elect sister frigidaire / by katie roiphe -- from the 1965 eyrie yearbook / by patricia marx -- the double bind / by deborah tannen -- firm hillary / by susan lehman -- medusa for president / by laura kipnis -- how hungry is hillary / by mimi sheraton -- confessions of a hillary hagiographer / by judith warner -- can you forgive her? / by dahlia lithwick -- macramé, anyone? / by lauren collins -- hillary's underpants / by lara vapnyar -- the self-reliance thing / by marie brenner -- the road to cleavagate / by robin givhan -- cold snap : the sorceress problem by susanna moore -- hello, my name is / by cristina henríquez -- beyond gender / by leslie bennetts","['presidential candidates', 'women legislators', 'legislators', ""presidents' spouses"", 'presidents']","['women presidential candidates', 'women politicians']",e,"{'presidential candidates': 35, 'women legislators': 5, 'legislators': 197, ""presidents' spouses"": 60, 'presidents': 210}"
the professor and the pupil : the politics of web du bois and paul robeson,"chronicles the forty-year friendship between the civil rights activists, including their evolution into leaders of the american liberal movement and why their political views led to ostracism even by fellow african-americans","the harlem renaissance and the birth of a friendship -- dual epiphanies -- du bois, robeson, and the popular front -- stalin's purge, the pact, and false justification -- world war ii and the domestic battlefront -- africa, asia, and the global vision -- convergence and divergence -- the ""witch hunt"" and the naacp's betrayal -- crash -- bonding through disgrace -- the legacy of two fallen icons","['african american political activists', 'political activists', 'african american intellectuals', 'african americans', 'social conflict']","['african american radicals', 'civil rights movements', 'african american scholars', 'antislavery movements']",e,"{'african american political activists': 6, 'political activists': 26, 'african american intellectuals': 14, 'african americans': 255, 'social conflict': 157}"
the prosecution of george w bush for murder,prosecutor argues there is overwhelming evidence president bush took the nation to war in iraq under false pretenses and must be held accountable for what considers to be monumental crimes,"opening up one's eyes -- why george bush went to war -- prologue to, and the prosecution of george w bush for murder -- bush ""couldn't possibly"" have been any worse in handling the war on terrorism -- america, up or down?","['iraq war, 2003-2011', 'iraq war, 2003-2011', 'political crimes and offenses', 'misconduct in office', 'deception']","['trials (political crimes and offenses)', 'trials (military offenses)']",e,"{'iraq war, 2003-2011': 15, 'political crimes and offenses': 9, 'misconduct in office': 11, 'deception': 203}"
state by state : a panoramic portrait of america,"the editors of the thinking fan's guide to the world cup collects original writings on all fifty states by leading novelists, journalists, and essayists, in a volume that includes such examples as anthony bourdain on new jersey, dave eggers on illinois, and louise erdrich on north dakota","preface / by matt weiland -- introduction / by sean wilsey -- alabama / by george packer -- alaska / by paul greenberg -- arizona / lydia millet -- arkansas / by kevin brockmeier -- california / by william t vollmann -- colorado / by benjamin kunkel -- connecticut / by rick moody -- delaware / by craig taylor -- florida / by joshua ferris -- georgia / by ha jin -- hawaii / by tara bray smith -- idaho / by anthony doerr -- illinois / by dave eggers -- indiana / by susan choi -- iowa / by dagoberto gilb -- kansas / by jim lewis -- kentucky / by john jeremiah sullivan -- louisiana / by joshua clark -- maine / by heidi julavits -- maryland / by myla goldberg -- massachusetts / by john hodgman -- michigan / by mohammed naseehu ali -- minnesota / by philip connors -- mississippi / by barry hannah -- missouri / by jacki lyden -- montana / by sarah vowell -- nebraska / by alexander payne -- nevada / by charles bock -- new hampshire / by will blythe -- new jersey / by anthony bourdain -- new mexico / by ellery washington -- new york / by jonathan franzen -- north carolina / by randall kenan -- north dakota / by louise erdrich -- ohio / by susan orlean -- oklahoma / by s e hinton -- oregon / by joe sacco -- pennsylvania / by andrea lee -- rhode island / by jhumpa lahiri -- south carolina / by jack hitt -- south dakota / by saïd sayrafiezadeh -- tennessee / by ann patchett --texas / by christina henríquez -- utah / by david rakoff -- vermont / by alison bechdel -- virginia / by tony horwitz -- washington / by carrie brownstein -- west virginia / by jayne anne phillips -- wisconsin / by daphne beal -- wyoming / by alexandra fuller -- afterword: washington, dc / a conversation with edward p jones -- the 50 states in numbers","['national characteristics, american', 'us states']","['geopolitics in literature', 'us states', 'americana']",e,"{'national characteristics, american': 5, 'us states': 2}"
dissent and strategic leadership of the military professions,"one of the central difficulties to a right understanding of american civil-military relations is the nature of the us military are our armed forces just obedient bureaucracies like most of the executive branch, or are they vocational professions granted significant autonomy and a unique role in these relationships because of their expert knowledge and their expertise to apply it in the defense of america? to large measure, the answer to this question should determine the behavior of the strategic leaders of these professions, including the uncommon behavior of public dissent using the ""revolt of the generals"" in 2006 as stimulus, the author develops from the study of military professions the critical trust relationships that should have informed their individual decisions to dissent after doing so, he makes recommendations for the restoration of the professions' ethic in this critical area of behavior by the senior officers who are the professions' strategic leaders","introduction -- part i: a framework for throught -- part ii: what are the characteristics of military professions and their ethic of trust; what are the factors within dissent that can strengthen or weaken critical trust relationships? -- part iii: conclusions - should there be further limitations on military dissent by the strategic leaders of americ'as military professions, particularly those in retired status, or is the current ethic, which strongly discourages such acts, still sufficient?","['dissenters', 'civil-military relations', 'military ethics']","['military ethics', 'civil-military relations']",e,"{'dissenters': 53, 'civil-military relations': 2, 'military ethics': 1}"
the chatfield story : civil war letters and diaries of private edward l chatfield of the 113th illinois volunteers,"""fully annotated and meticulously researched, the chatfield story: the civil war letters and diaries of private edward l chatfield of the 113th illinois volunteers by terry m mccarty with margaret ann chatfield mccarty is a stunning personal biography that illustrates a harrowing part of american history resonant, wise, and suspenseful, this elegantly wrought memoir is a story of courage, pluck, and survival against seemingly insurmountable odds chatfield's life as a union private unfolds with each successive missive, an incredible account from within the western theater of the civil war: cairo, memphis, oxford, holly springs, chickasaw bayou, arkansas post, desoto point, grand gulf, clinton, vicksburg, corinth, and brice's cross roads-where disaster awaited him fascinating in its approach and its depth, this spellbinding story of a young man whose name and family became famous in colorado is a marvelous tale of accomplishment -- a decidedly american story that truly begs to be heard""--publisher's description","escalation into war -- camp hancock -- real soldiers off to war -- the central mississippi campaign -- to vicksburg by water -- battle of chickasaw bayou -- an important secret mission -- the battle of arkansas post -- changing the course of a river, and possibly a war -- butler's ditch -- pursuing strategic alternatives -- rescue at black bayou and running the gauntlet -- disappointments at desoto point -- the long march begins -- from grand gulf to vicksburg -- storming vicksburg -- the siege on vicksburg -- final days before vicksburg -- the chickasaw bayou -- north to memphis, east to corinth -- death's challenge in corinth -- dark days for sherman -- goodbye corinth, hello memphis -- martial law in memphis -- union soldier life in memphis -- memphis braces for forrest -- ""that devil, forrest"" -- a fruitless first march -- a disastrous second march -- the battle at brice's cross roads -- the expedition to hell -- andersonville -- a game of prisoner keep away -- a decision made in goldsboro -- the long way home -- reunion and the final muster -- the mending begins -- epilogue : pioneering early colorado",['soldiers'],"['appomattox campaign, 1865']",e,{'soldiers': 93}
president obama : the path to the white house,"with this illustrated book containing original reporting and analysis and showcasing the unrivaled, intimate behind-the-scenes photography of campaign photographer callie shell, time magazine marks the rise of barack obama from his early days to his chicago years to the moment when he became a political phenomenon and finally won the presidency",obama's moment / by richard stengel -- the fresh face / by joe klein -- michelle's gift / by curtis sittenfeld -- a mother's story / by amanda ripley -- how he learned to win / by michael weisskopf -- a star is born / by amy sullivan -- defeating hillary / by karen tumulty -- the overseas test / by karen tumulty -- ready to lead / by joe klein -- the people's choice / by nancy gibbs,"['presidents', 'legislators', 'african american legislators', 'racially mixed people', 'presidents']","['children of presidents', 'press and politics united states']",e,"{'presidents': 22, 'legislators': 299, 'african american legislators': 40, 'racially mixed people': 485}"
"mohican seminar 3 : the journey, an algonquian peoples seminar","""this, the third volume of papers from the ongoing algonquian indian seminars sponsored by the native american institute (of the hudson river valley) and the new york state museum, contains twelve papers from the seminars of 2003 and 2004"" -- pxi","the ancestral lure of the hudson estuary / tom r lake -- evidence for settlements along the kinderhook / ernest r rugenstein -- expressions of community: reconstructing native identity in seventeenth-century central connecticut through land deed analysis / timothy h ives -- the seventeenth-century sachems of the wapping country: corporate identity and interaction in the hudson valley / j michael smith -- fort kitchawanc archaeological preserve at croton point / scott p horecky -- indian ownership in and around the catskills / shirley w dunn -- historic indian clothing / jennifer lee -- algonquian and iroquois uses of plants and other materials to make fire / barry keegan -- james fenimore cooper and the mohicans / hugh c macdougall -- the impact of john van gelder: mohican, husbandman, and historical figure / debra winchell",['algonquian indians'],"['algonquian indians', 'algonquin indians']",e,{'algonquian indians': 1}
"martin luther king, jr day","introduces martin luther king, jr, day, explaining the historical events behind it, how it became a holiday, and how it's observed",us holiday -- journey back in time -- growing up -- power of peace -- important changes -- sad day -- creating the holiday -- celebrations -- services and speeches -- visiting sites -- learning king's message -- day of service -- celebrate every day -- king quiz,"['martin luther king, jr, day']","['martin luther king, jr, day', ""presidents' day"", 'rodney king riots, los angeles, calif, 1992', 'memorial day']",e,"{'martin luther king, jr, day': 1}"
a slobbering love affair : the true (and pathetic) story of the torrid romance between barack obama and the mainstream media,"goldberg contends that the mainstream media crossed an important line in the 2008 presidential race, moving from a liberal bias to crass partisanship as spin doctors for barack obama","the media's get out of jail free card -- pansy ball -- good night and go-- -- white liberal guilt -- pds -- my conversation with rush limbaugh -- hey, i'm just asking-- -- jeremiah wright and the media: don't tell, don't ask -- joe the dirty rotten bastard -- masquerading as the news -- give me a break, i was only eight years old -- life in the bubble -- or maybe it does-- -- plane-gate -- the unfairness doctrine -- now they tell us -- it is what it is -- ten questions for barack obama -- who beat john mccain? -- welcome to bamalot -- the fix -- on the road to oblivion? -- media activism: a case study","['presidents', 'political campaigns', 'press and politics']","['press and politics united states', 'press and politics', 'african americans in mass media']",e,"{'presidents': 103, 'political campaigns': 14, 'press and politics': 2}"
rourke's complete history of our presidents encyclopedia,"discusses the political lives and times of the men who served as united states presidents, their administrations, and the events which occurred during their tenures","(v 1) 1789-1809 washington, adams, jefferson -- (v 2) 1809-1829 madison, monroe, adams -- (v 3) 1829-1849 jackson, van buren, harrison, tyler, polk -- (v 4) 1849-1861 taylor, fillmore, pierce, buchanan -- (v 5)1861-1877 lincoln, johnson, grant -- (v 6) 1877-1889 hayes, garfield, arthur, cleveland -- (v 7) 1889-1909 harrison, cleveland, mckinley, roosevelt -- (v 8) 1909-1929 taft, wilson, harding, coolidge -- (v 9) hoover, roosevelt, truman -- (v 10) 1953-1969 eisenhower, kennedy, johnson -- (v 11) 1969-1981 nixon, ford, carter -- (v 12) 1981-2001 reagan, bush, clinton -- (v 13) 2001-2008 bush, obama -- (v 14) cumulative glossary and index",['presidents'],"['presidents', ""presidents' spouses""]",e,{'presidents': 1}
civil war leaders,"learn about the lives and contributions made by the eras greatest leaders, representatives of both sides in the conflict, northerners and southerners alike","abraham lincoln -- jefferson davis -- robert e lee -- ulysses s grant -- thomas ""stonewall"" jackson -- frederick douglass",['leadership'],"['reconstruction (us history, 1865-1877)', ""sherman's march through the carolinas"", 'stones river, battle of, murfreesboro, tenn, 1862-1863', 'african american generals']",e,{'leadership': 277}
american heroes : profiles of men and women who shaped early america,"reexamines the lives of bona-fide american heroes such as george washington and benjamin franklin, and reevaluates the legacies of religious figures such as anne hutchinson, whose trial for heresy and banishment riveted the colonies in 1637, and unknown martyrs such as mary easty and giles cory, executed for practicing witchcraft","the conquerors the conquerors -- puritans, witches, and quakers dangerous books -- the unyielding indian -- john winthrop's vision -- the puritans and sex -- the problems of a puritan heiress -- the case against anne hutchinson -- the puritan's puritan: michael wigglesworth -- the courage of giles cory and mary easty -- postscript: philadelphia 1787 -- the contentious quaker: william penn -- ezra stiles and timothy dwight -- revolutionary leaders the power of negative thinking: benjamin franklin and george washington -- the end of franklin's pragmatism -- the founding fathers' problem: representation -- the role of the antifederalists -- the genius of perry miller",['heroes'],"['women pioneers', 'african-american abolitionists']",e,{'heroes': 354}
freedom on the border : an oral history of the civil rights movement in kentucky,"in this book, fosl and k'meyer ""gather the voices of more than one hundred courageous crusaders for civil rights, many of whom have never before spoken publicly about their experiences these activists hail from all over kentucky, offering a wide representation of the state's geography and culture while explaining the civil rights movement in their respective communities and in their own words""--book jacket","1 life under segregation profile : jesse crenshaw -- 2 desegregation in education -- 3 opening public accommodations profile : helen fisher frye -- 4 open housing -- 5 economic opportunity profile : julia cowans -- 6 black consciousness, black power profile : j blaine hudson -- 7 black political power","['african americans', 'civil rights movements', 'african americans', 'african american civil rights workers', 'civil rights workers', 'african american civil rights workers', 'civil rights workers']","['civil rights demonstrations', 'civil rights movements']",e,"{'african americans': 189, 'civil rights movements': 2, 'african american civil rights workers': 18, 'civil rights workers': 6}"
president barack obama,"introduces young readers to the childhood, education, and 2008 campaign of barack obama, the 44th president of the united states",student of the world -- adult life -- making a difference -- winning the election -- president obama -- facts about barack obama -- presidents of the united states,['presidents'],"['children of presidents', 'presidential candidates']",e,{'presidents': 7}
the obama family tree,"the obama family tree traces the lives and times of the obamas' ancestors, including early american colonists from europe, african villagers, and south carolina slaves",celebration in kenya -- deep roots in kansas -- african heritage -- a descendant of slaves -- drawn to political activism -- a new generation,"['presidents', 'racially mixed people']","['african american families', 'children of presidents']",e,"{'presidents': 137, 'racially mixed people': 189}"
"the american patriot's handbook : the writings, history, and spirit of a free nation","""the american patriot's handbook is a concise introduction to the ideas, events, and personalities of american freedom including key documents, speeches, poems, songs, and profiles of presidents and prominent americans"" --publisher","part 1, a city on a hill apologia / by christopher columbus ; america / by arthur cleveland coxe ; the mayflower compact ; a model of charity / by john winthrop ; thanksgiving in boston / by hezekiah butterworth ; essays to do good / by cotton mather ; five kernels of corn / by hezekiah butterworth -- part 2, an experiment in liberty a ballad of the boston tea party / by oliver wendell holmes ; liberty or death / by patrick henry ; paul revere's ride / by henry wadsworth longfellow ; the declaration of independence ; valley forge / by thomas buchanan read ; the articles of confederation ; the federalist : number 30 / by alexander hamilton ; the federalist : number 47 / by james madison ; the constitution ; the bill of rights ; washington's inaugural / by george washington ; farewell address / by george washington ; the bunker hill oration / by daniel webster ; the forgotten presidents ; the founding fathers ; presidential fathers -- part 3, manifest destiny the star-spangled banner / by francis scott key ; the missouri compromise / by henry clay ; the monroe doctrine / by james monroe ; liberty for all / by william lloyd garrison ; a house divided / by abraham lincoln ; the battle hymn of the republic / by julia ward howe ; stonewall jackson's way / by john williamson palmer ; the emancipation proclamation / by abraham lincoln ; john burns of gettysburg / by bret harte ; the gettysburg address / by abraham lincoln ; o captain! my captain! / by walt whitman ; reconstruction oration / by benjamin hill ; my country 'tis of thee / by samuel smith ; amendments to the constitution ; founders' sons -- part 4, the american dream seneca falls declaration / by elizabeth cady stanton ; pledge of allegiance / by francis bellamy ; atlanta exposition address / by booker t washington ; the men of the maine / by clinton scollard ; the new colossus / by emma lazarus ; the man with the muck-rake / by theodore roosevelt ; have faith in massachusetts / by calvin coolidge ; war message / by woodrow wilson ; victory bells / by grace conkling ; pearl harbor address / by franklin delano roosevelt ; inaugural address / by john f kennedy ; letter from the birmingham jail / by martin luther king jr ; inaugural address / by ronald reagan ; amendments to the constitution ; fathers of the future ; the message of freedom / by alan keyes ; september 11 / by george w bush",['patriotism'],"[""slaves' writings, american"", 'patriotic societies', 'antislavery movements']",e,{'patriotism': 83}
william francis bartlett : biography of a union general in the civil war,"""frank bartlett joined the union army and was wounded three times (one injury resulted in the loss of a leg), but remained on active duty until he was captured in 1864 his political stance gained him fame after the war, but he struggled with stress until tuberculosis and other illnesses led to his death at age 36""--provided by publisher","""he was not a close student"": prelude to war -- ""captain bartlett is one of the noblest fellows"": the harvard regiment -- ""one of the most complete slaughter pens ever devised"": the battle of ball's bluff -- ""our regiment met with the greatest loss"": the road to yorktown -- ""we are learning subordination without complaining"": the 49th massachusetts volunteer infantry -- ""oh, how good berkshire water would sell here"": the department of the gulf -- ""we thought him too brave a man to be killed"": port hudson -- ""i must do the best i can"": into the wilderness with the 57th massachusetts -- ""danger of being hit any minute"": the siege of petersburg -- ""it was pandemonium let loose"": the crater -- ""a horrible dream which i can never forget"": prisoner of war -- ""i think it would be hard to find two happier people"": war's end -- ""united we are invincible"": the postwar years -- ""no greater or purer hero"": frank bartlett's legacy","['generals', 'soldiers']","['appomattox campaign, 1865', 'shenandoah valley campaign, 1864 (may-august)']",e,"{'generals': 35, 'soldiers': 164}"
americans from india and other south asian countries,an exploration of united states immigrants from india and other south asian countries that discusses their countries of origin and cultures and includes personal stories about the experiences of immigrants and their children,the south asian-american community today -- earlier generations -- the new immigrants -- making a new life -- changing the american culture -- looking to the future,"['south asians', 'east indians', 'south asian americans', 'east indian americans', 'immigrants']","['south asian americans', 'east indian americans']",e,"{'south asians': 5, 'east indians': 7, 'south asian americans': 1, 'east indian americans': 2, 'immigrants': 25}"
fatal journey : the final expedition of henry hudson--a tale of mutiny and murder in the arctic,"examines the events of english explorer henry hudson's final expedition in the winter of 1610 and the mutiny that followed, resulting in hudson, his son, and other crew members being forced off the boat and set adrift in the frigid hudson bay",mutiny -- the age of spices -- the northern sailor -- the north atlantic -- the labyrinth without end -- assaults -- interrogations -- dead ends -- the trial -- tides,"['explorers', 'mutiny']","['voyages around the world', 'voyages and travels', 'red river expedition, 1864', 'frontier and pioneer life in literature']",e,"{'explorers': 10, 'mutiny': 14}"
american archaeology uncovers the underground railroad,"introduces historical archaeology, discusses important archeological finds from along the underground railroad routes, and explains how archaeologists dig in the ground and examine artifacts in order to understand the past",what is historical archaeology? -- introduction : the underground railroad -- an early underground railroad -- faces left behind -- bound for brooklyn -- an angel of mercy -- resistance in kentucky : fort nelson -- escape to canada -- what archaeologists found out -- time line,"['underground railroad', 'fugitive slaves', 'antislavery movements', 'archaeology and history']","['underground railroad', 'excavations (archaeology)', 'archaeological surveying', 'social archaeology']",e,"{'underground railroad': 1, 'fugitive slaves': 47, 'antislavery movements': 82, 'archaeology and history': 5}"
chinese americans,"describes the immigration, past and present, of the chinese to the united states and what they add to the culture",the chinese-american community today -- earlier generations -- the new immigrants -- making a new life -- changing the american culture -- looking to the future,"['chinese americans', 'chinese americans']","['chinese americans', 'chinese american women', 'asian americans']",e,{'chinese americans': 1}
americans from the caribbean and central america,"introduces americans from the caribbean and central america, providing a history of the immigrant experience, and describing the lives of both ordinary and well-known americans of this descent and their influence on american culture",introduction -- the caribbean and central american community today -- earlier generations -- the new immigrants -- making a new life -- changing the american culture -- looking to the future -- facts about americans from central america -- facts about cuban americans -- facts about dominican americans,"['caribbean americans', 'central american americans']","['caribbean americans', 'central american americans', 'dominican americans']",e,"{'caribbean americans': 1, 'central american americans': 2}"
coretta scott king,a profile of the life and achievements of coretta scott king,a better life -- struggling for an education -- meeting martin luther king jr -- back in the south -- a dangerous path -- in dr king's memory,"['african american women', 'african americans', 'civil rights workers', 'civil rights movements']","['coretta scott king award', 'african american historians', 'martin luther king, jr, day', 'african american scholars']",e,"{'african american women': 176, 'african americans': 410, 'civil rights workers': 32, 'civil rights movements': 6}"
mr lincoln's book : publishing the lincoln-douglas debates : with a census of signed copies,"""account of abraham lincoln's role in the publication of the lincoln-douglas debates with a census of 42 signed volumes includes black-and-white images and a cd-rom supplement with a complete copy of lincoln's scrapbook, copies and transcriptions of correspondence, and related cartoons and photographs""--provided by publisher","lincoln makes a scrapbook -- searching for a printer -- the scrapbook goes amissing -- printing is again proposed -- the first steps -- follett, foster and company -- lincoln's book -- douglas protests -- the aftermath -- a mystery -- epilogue -- political cartoons from 1860 -- census of signed debates -- images of signed debates","['lincoln-douglas debates, ill, 1858', 'publishers and publishing', 'scrapbooks', 'debates and debating']","['lincoln-douglas debates, ill, 1858', 'lincoln assassination conspiracy trial, washington, dc, 1865', 'lincoln day addresses']",e,"{'lincoln-douglas debates, ill, 1858': 1, 'publishers and publishing': 121, 'scrapbooks': 220, 'debates and debating': 10}"
secret american history : from witch trials to internment camps,"""describes a variety of secret and mysterious events in the united states""--provided by publisher",the mystery of history -- a mysterious stone -- the lost colony of roanoke -- the salem witch trials -- road to freedom -- what killed president garfield -- japanese internment camps -- the manhattan project -- a communist scare -- war criminals welcomed -- finding the truth,"['curiosities and wonders', 'secrecy']","['burr conspiracy, 1805-1807', 'boston massacre, 1770', 'antislavery movements']",e,"{'curiosities and wonders': 124, 'secrecy': 29}"
secret american treasures : from hidden vaults to sunken riches,"""describes a variety of secret and mysterious treasures in the united states""--provided by publisher",treasure hunting -- superstition mountain -- a snapshot of history -- fort knox -- sunken steamship gold -- a treasured painting -- the lost army payroll -- the liberty bell -- treasure at neahkahnie mountain -- route 66 -- keep on digging!,"['gold', 'treasure troves', 'secrecy']","['treasure troves', 'national monuments', 'military museums']",e,"{'gold': 120, 'treasure troves': 1, 'secrecy': 35}"
michelle obama : from chicago's south side to the white house,"a biography of michelle obama, the first african american first lady of the united states","south side girl -- family roots -- the importance of family -- school days -- teen years -- off to college -- becoming a lawyer -- earning a living -- meeting ""the guy with the funny name"" -- time for change -- wedding bells -- encouraging young people -- juggling work and family -- on the campaign trail -- inauguration day -- important dates","[""presidents' spouses"", ""legislators' spouses"", 'african american women lawyers']","['african american women politicians', 'african american college presidents', 'african american politicians']",e,"{""presidents' spouses"": 10, ""legislators' spouses"": 109, 'african american women lawyers': 12}"
before columbus : the americas of 1491,"this study of native american societies is adapted for younger readers from charles c mann's best-selling 1491 turning conventional wisdom on its head, the book argues that the people of north and south america lived in enormous cities, raised pyramids hundreds of years before the egyptians did, engineered corn, and farmed the rainforests","1: how old was the ""new world""? -- cities in the desert -- genetic engineering -- from olmec to maya -- to the land of four quarters -- 2: why did europe succeed? -- the great meeting -- long, long ago -- extinction -- disease-free paradise? -- 3: were the americas really a wilderness? -- amazonia -- land of fire -- the created wilderness","['indians', 'indians', 'indians']","['indians of central america', 'indians of south america']",e,{'indians': 232}
hillary clinton,"profiles the life and career of hillary rodham clinton, discussing her childhood, influences, achievements, work as secretary of state, and other related topics; and includes tips on writing a biography as well as a time line and suggestions for further reading",who is hillary clinton? -- growing up -- practice makes perfect -- key events -- what is a secretary of state? -- influences -- overcoming obstacles -- achievements and successes,"[""presidents' spouses"", 'women cabinet officers', 'legislators', 'women legislators', 'presidential candidates']","['autobiography', 'women historians']",e,"{""presidents' spouses"": 9, 'women cabinet officers': 13, 'legislators': 119, 'women legislators': 27, 'presidential candidates': 43}"
court-martial of apache kid : the renegade of renegades,"""traces the 1887 legal odyssey of first sergeant kid, an apache scout charged with desertion and mutiny details kid's trials by three arizona territory legal systems--apache, military, and civilian--and explores the development of military law along with kid's transition from scout to legendary renegade""--provided by publisher",san carlos scouts -- kid's ambiguous world -- military law -- court-martial -- the appeals,"['apache indians', 'indian scouts', 'indian outlaws', 'trials (military offenses)']","['children and war', 'military ethics']",e,"{'apache indians': 13, 'indian scouts': 8, 'indian outlaws': 19, 'trials (military offenses)': 5}"
