title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
raising our children on bourbon : a french quarter love affair,"""raising our children on bourbon is the story of bob and jan carr, who escaped the mundane life of mid-america and moved to the heart of the infamous french quarter to raise their children among the 'quarter eccentrics' while accomplishing spectacular careers in radio and television join them as they renovate and restore a bourbon street mansion, passing through one crisis after another; their ku klux klan encounter; sunbathing strippers next door; integration of the desire bus line; and school problem solutions, all interspersed with the bizarre and myriad characters of the 'quarter' laugh with them as they relate anecdotes of encounters with celebrities: bette davis, joan crowford, brenda lee, bishop fulton sheen, al hirt, pete fountain, clay shaw, ruthie the duck girl, and more than a score of the famous and infamous this story depicts the bright side of the city's indomitable spirit as it forges ahead and continues to dazzle visitors enjoy this taste of new orleans without the calories!""--front flap","prologue -- ""le vieux carré du nouvelle orléans, here we come!"" -- wwl radio, ""this is bob and this is jan for luzianne"" -- olympia, washington, a gift from heaven -- north pole denizens sunbathing in ""the quarters"" -- from radio to tv for a ""second cup"" -- the stork visits bourbon street -- grandma's café brulot christmas -- a swimming pool baptism in ""sin town"" -- our restored derelict on spring fiesta tour -- birthday partying on the st charles streetcar -- ascending to the highest position in the cathedral -- the wild maus, paddleboats, and the ""discovery"" -- another lunatic stalking fan : the fbi to the rescue -- sex, erogenous zones and foreplay : red cross lady -- hurricane betsy and baby tiffany descend -- a final wrap!","['radio personalities', 'television personalities']","['children of presidents', 'african american neighborhoods', 'pioneer children', 'louisiana', 'city and town life']",f,"{'radio personalities': 84, 'television personalities': 114}"
islam in the hinterlands : exploring muslim cultural politics in canada,"""muslim communities have become increasingly salient in the social, cultural, and political landscape in canada largely due to the aftermath of 9/11 and the racial politics of the ongoing 'war on terror' that have cast muslims as the new 'enemy within' islam in the hinterlands features empirical studies and critical essays by some of canada's top muslim studies scholars who examine how gender, public policy, media, and education shape the muslim experience in canada touching on much-debated issues, such as the shar'ia controversy, veiling in public schools, media portrayals of muslims, and anti-terrorism legislation, this book takes a distinctly anti-racist, feminist standpoint in exploring the reality of the muslim diaspora a timely collection addressing some of the most hotly contested issues in recent cultural history, islam in the hinterlands will be essential reading for academics as well as general readers interested in islamic studies, multiculturalism, and social justice""--publisher's website","introduction: muslim cultural politics in the canadian hinterlands / jasmin zine -- gender and cultural politics unsettling the nation: gender, race, and muslim cultural politics in canada / jasmin zine -- the great canadian 'shar'ia' debate / itrath syed -- toward a framework for investigating muslim women and political engagement in canada / katherine bullock -- media and representation colluding hegemonies: constructing the muslim other post-9/11 / yasmin jiwani -- marketing islamic reform: dissidence and dissonance in a canadian context / meena sharify-funk -- toward media reconstruction of the muslim imaginary in canada: the case of the canadian broadcasting corporation's sitcom little mosque on the prairie / aliaa dakroury -- education from mosques to madrassas: civic engagement and the pedagogy of islamic schools / nadeem memon -- unveiled sentiments: gendered islamophobia and experiences of veiling among muslim girls in a canadian islamic school / jasmin zine -- security the security certificate exception: a media analysis of human rights and security discourses in canada's globe and mail and national post / jacqueline flatt -- the anti-terrorism act and national security: safeguarding the nation against uncivilized muslims / shaista patel","['muslims', 'muslims', 'islam', 'islam and politics', 'internal security']","['islam and politics', 'islam', 'gullah culture', 'indigenous peoples and mass media', 'muslims']",f,"{'muslims': 5, 'islam': 2, 'islam and politics': 1, 'internal security': 883}"
the classic maya western region : a history,"""over the past decade there has been substantial progress in understanding maya hieroglyphic writing this development led to the reconstruction of classic maya (ad 300-900) political history epigraphers suggested a major influence of teotihuacan during the early classic period (ad 300-600), and some even argued for a direct teotihuacan conquest of the maya lowlands the late classic period (ad 600-900) was interpreted as a constant hegemonic struggle between tikal and calakmul, which in different ways influenced classic maya political relations these reconstructions of political history were directly tied to the interpretations of political organisation, ranging from peer polity interaction models to more bureaucratic polities in this work the author examines and analyses inscriptions from the western maya region, which are especially rich in information concerning interaction of polities and interpolity organisation the author reconstructs the historical development of the region, examining the influence of teotihuacan and that of the hegemonic states tikal and calakmul""--publisher's website",introduction -- history and classic maya texts -- local and foreign: the beginning of dynastic rule in the western maya region (2nd and 4th centuries ad) -- teotihuacan and the secondary elite: the western maya region during the 5th-6th centuries ad -- the expansion of kanul royal house: the western maya region from 599 to 695 ad -- peak and collapse of the political system: the western maya region for 695 to 950 -- the classic maya ideal polity -- conclusion: politics and polity in western maya region during the classic period,"['mayas', 'mayas', 'inscriptions, mayan']","['inscriptions, mayan', 'mayan languages', 'maya mythology', 'maya pottery', 'maya chronology']",f,"{'mayas': 9, 'inscriptions, mayan': 1}"
a french aristocrat in the american west : the shattered dreams of de lassus de luzières,"biography of frenchman who escaped the french revolution, came to america, and founded the town of new bourbon, leaving behind extensive commentaries on the missouri frontier at the close of the colonial era","foreword / by marie-sol de la tour d'auvergne -- from france to the mississippi valley flight from france ; the ohio river valley ; the grand enterprise ; at home in the illinois country ; the grand enterprise collapses ; americans recruited ; civil and military commandant ; end of the adventure -- source documents de luzières to carondelet, april 30, 1793 ; de luzières to carondelet, may 1, 1793 ; peyroux de la coudrenière to carondelet, november 4, 1793 ; edmund genêt, harangue to the free french, 1793 ; de luzières to carondelet, december 26, 1793 ; account of the ohio river, winter 1793-1794 ; trudeau to carondelet, january 28, 1794 ; louis lorimier, harangue to indians, february 8, 1794 ; de luzières to carondelet, april 6, 1794 ; de luzières to carondelet, september 17, 1794 ; de luzières to carondelet, october 17, 1794 ; bartholémé tardiveau to carondelet, november 27, 1794 ; de luzières to carondelet, june 9, 1795 ; de luzières to gayoso de lemos, november 20, 1795 ; de lassus to gayoso de lemos, december 3, 1795 ; louis lorimier to carondelet, december 22, 1795 ; de luzières, an official account of louisiana, 1796 ; de luzières to carondelet, august 1, 1796 ; de luzières to carondelet, september 19, 1796 ; de luzières to carondelet, october 17, 1796 ; françois vallé to carondelet, november 10, 1796 ; de luzières to bartholémé tardiveau, february 2, 1797 ; de luzières to carondelet, june 12, 1797 ; de luzières to carondelet, september 21, 1797 ; de luzières, passport for neptune and jasmin, free blacks, september 27, 1797 ; de luzières to carondelet, october 1, 1797 ; de luzières, new bourbon census, december 1, 1797 ; de luzières, indians of various tribes ; de luzières, observations on the white residents, december 1, 1797 ; de luzières to gayoso de lemos, december 20, 1797 ; de luzières to governor gayoso de lemos, march 19, 1798 ; slave purchase, february 2, 1799 ; de luzières, memorial to us congress, march 29, 1799 ; john matthews, oath of loyalty to spain, october 17, 1800 ; john matthews, real estate concession, october 20, 1800 ; de luzières to de lassus, april 10, 1804","['french', 'french']","['regulator-moderator war, tex, 1839-1844', 'frontier and pioneer life', 'creek war, 1813-1814', ""shays' rebellion, 1786-1787"", 'frontier and pioneer life in literature']",f,{'french': 93}
maya : amazing inventions you can build yourself,explores the history and inventions of ancient maya civilization by providing building projects and activities,"introduction -- uncovering an ancient legacy -- kings and priests -- gods and sacrifices -- merchants -- farming, food, and clothing -- maya children -- games -- writing -- numbers -- calendars -- majestic builders -- the arts","['mayas', 'creative activities and seat work', 'inventions']","['maya pottery', 'maya architecture', 'maya sculpture', 'maya art', 'inscriptions, mayan']",f,"{'mayas': 13, 'creative activities and seat work': 280, 'inventions': 48}"
people of substance : an ethnography of morality in the colombian amazon,"""people of substance is a lively, accessible ethnography of a complex indigenous group of people of the colombian amazon who call themselves 'people of the center ' carlos david londoño sulkin examines this group's understandings and practices relating to selfhood, social organization, livelihood, and symbolism through this, he makes a strong case for increased anthropological attention to morality and ethics londoño sulkin explains a number of key issues and debates in amazonian anthropology with great clarity, making people of substance a useful text for students at the same time, it is theoretically sophisticated, combining innovative research methods with sound analysis of empirically gathered material contributing both to accounts of regional history and to discussions on anthropology and history, people of substance offers valuable engagement with concepts of structure, agency, and freedom""--pub desc",chapter 1: introduction -- chapter 2: the constitution of the moral self -- chapter 3: reflecting on evil and responsibility -- chapter 4: agency and transformation -- chapter 5: the substances of humanity -- chapter 6: virtuous relationships and social organization -- chapter 7: shaped and historical moralities,"['muinane indians', 'muinane indians', 'philosophical anthropology']","['inca philosophy', 'indians of central america', 'national characteristics, colombian', 'anthropology and history', 'san agustín culture (colombia)']",f,"{'muinane indians': 180, 'philosophical anthropology': 6}"
"multiculturalism within a bilingual framework : language, race, and belonging in canada","""from the time of its inception in canada, multiculturalism has generated varied reactions, none more starkly than between french and english canadians in this groundbreaking new work, eve haque examines the government of canada's attempt to forge a national policy of unity based on 'multiculturalism within a bilingual framework, ' a formulation that emerged out of the royal commission on bilingualism and biculturalism (1963-70) uncovering how the policies of bilingualism and multiculturalism are inextricably linked, haque investigates the ways in which they operate together as part of our contemporary national narrative to favour the language and culture of canada's two 'founding nations' at the expense of other groups haque uses previously overlooked archival material, including transcripts of royal commission hearings, memos, and reports, to reveal the conflicts underlying the emergence of this ostensibly seamless policy by integrating two important areas of scholarly concern -- the evolution and articulation of language rights in canada, and the history of multiculturalism in the country, haque provides powerful insight into ongoing asymmetries between canada's various cultural and linguistic groups""--publisher's website","introduction: 'i'm talking language' -- language, nation and race: framing the inquiry -- historical context -- preliminary hearings and report -- public hearings and research -- book i: the official languages -- book iv: the cultural contribution of the other ethnic groups -- conclusion: the impossibility of multiculturalism? --appendix: the terms of reference","['multiculturalism', 'bilingualism', 'language policy', 'language and culture']","['bilingualism', 'language and culture', 'multiculturalism', 'national characteristics, canadian', 'cultural pluralism']",f,"{'multiculturalism': 3, 'bilingualism': 1, 'language policy': 7, 'language and culture': 2}"
"the life and times of john w clark of nushagak, alaska, 1846-1896","""john w clark (1846-1896) was one of the first euroamerican residents of alaska, arriving at st michael with the western union telegraph company russo-american expedition to build a worldwide telegraph line in 1866 he was a distinguished trader on the yukon, kuskokwim and nushagak rivers between 1868 and 1896 clark lived at nushagak nearly twenty years and was a founder of the world-renowned bristol bay commercial salmon fishing industry he was an entrepreneurial fur trader and merchant and likely the first english speaking resident of the bristol bay region clark was a close friend of the native people of western alaska and traveled widely about the region by dogsled and baidarka he married and established a large extended family in western alaska"" --publisher's description","timeline of the life of john w clark -- the western union telegraph company russo-american expedition, 1866-1867 -- the alaska commercial company and trading on the yukon river, 1868-1874 -- clark trades on the kuskokwim river, 1874-1868 -- clark becomes ensconced on nushagak bay, 1879 -- the us signal service-smithsonian years in nushagak, 1881-1885 -- the demise of charles mckay and his legacy of scientific inquiry -- the moravian missionaries arrive at nushagak bay in 1884, and the dawn of the bristol bay canned salmon industry -- clark marries, and rival churches spar, 1887 -- clark and the bristol bay commercial salmon industry -- clark and the wood river fish trap -- the alaska commercial company and trader clark -- clark and the naming of lake clark, 1890-1891 -- the last years of john w clark of nushagak -- clark's contribution to alaska history","['fur traders', 'salmon fishing']","['overland journeys to the pacific', ""pioneers' spouses"", 'frontier and pioneer life', 'indians of north america', 'frontier and pioneer life in literature']",f,"{'fur traders': 25, 'salmon fishing': 6}"
"becoming belize : a history of an outpost of empire searching for identity, 1528-1823","explores early spanish attempts to colonize the area, positing an alliance between british logwood cutters and the miskito indians to counterbalance spain's power looks at how social relations under forestry slavery resulted in less violence and outward resistance than was the case in british sugar colonies","pt 1 spanish belize, 1528-1708 : attempts at settlement early belize : spaniards and maya in a bloody encounter -- tipu, or negroman : an ""outpost of christianity"" -- a new phase of resistance : tipu in the vanguard -- pt 2 british belize, 1708-1823 early british settlement in belize to 1763 -- ""english lutheran corsairs"" and the miskito indians : an odd relationship -- spanish attacks on belize to the treaty of paris, 1763 : flight to the mosquito shore -- post-treaty attacks, despite recognition : 1763-1787 -- the mosquito shore settlers in belize : the establishment of civil government -- the belize settlement up to the battle of st george's cay -- aftermath of the battle of st george's cay : slavery in the timber industry -- epilogue -- appendix a: inhabitants of the bay of honduras subscribing to the articles of regulations, 1765 -- appendix b: accounts of loss sustained by the british settlers at the capture of st georges key, 1779","['miskito indians', 'slavery']","['indians of central america', 'anglo-spanish war, 1739-1748', 'caribbean literature (english)', 'national characteristics, dominican', 'san agustín culture (colombia)']",f,"{'miskito indians': 89, 'slavery': 42}"
"pamana iii : the bayanihan legacy of the filipino community of seattle, 2000-2009","""pamana iii is a snapshot of the filipino american community in the puget sound region""","the sociopolitical , global and local context -- 2000-20009 history of the non-profit filipino community of seattle -- the filipino american contributions in the puget sound area -- an abundance of bayanihan and support -- gratitude","['filipino americans', 'filipino americans']","['filipino americans', 'filipinos', 'asian americans', 'polynesians', 'pirahá indians']",f,{'filipino americans': 1}
lady at the ok corral : the true story of josephine marcus earp,"for nearly fifty years she was the common-law wife of wyatt earp, yet josephine sarah marcus earp has nearly been erased from western lore kirschner brings josephine out of the shadows of history to tell her tale: a spirited and colorful tale of ambition, adventure, self-invention, and devotion; from the post-civil war years to world war ii, and from new york to the arizona territory to old hollywood",in which i land on planet earp -- a jewish girl in tombstone -- the fourth mrs earp -- the greatest mining camp the world has ever known -- waiting for wyatt -- josephine's last trail -- planet earp,"[""pioneers' spouses"", 'peace officers']","['women ranchers', ""pioneers' spouses"", 'women outlaws', ""plantation owners' spouses"", 'women pioneers']",f,"{""pioneers' spouses"": 2, 'peace officers': 318}"
"haiti's new dictatorship : the coup, the earthquake and the un occupation","""in 1804 haiti became the world's first independent black republic following a slave revolution two centuries later, ravaged by colonialism and violence, it was placed under un military occupation this book charts the country's recent history, from the 2004 coup against president aristide to the devastating 2010 earthquake, revealing a shocking story of abuse and indifference by international forces justin podur unmasks the grim reality of a supposedly benign international occupation, arguing that the denial of sovereignty is the fundamental cause of haiti's problems""--back cover","historical context : haiti in the americas from independence to today -- narratives, media strategies, and ngo stories -- the coup begins : 2000-04 -- the slaughter on us watch : to june 2004 -- internationalizing the occupation : the summer 2004 transition -- occupation year two : 2005 -- the electoral game of 2006 -- the préval regime, 2006-10 -- the earthquake and haiti's politics of disaster, 2010/11 -- the 2011 elections and michel martelly -- conclusion : replacing dictatorship with sovereignty","['haiti earthquake, haiti, 2010', 'nation-building']","['haiti earthquake, haiti, 2010', 'decolonization', 'postcolonialism', 'imperialism', 'dictatorship']",f,"{'haiti earthquake, haiti, 2010': 1, 'nation-building': 24}"
"death of a gunfighter : the quest for jack slade, the west's most elusive legend","the true story of one of the old west's greatest heroes, jack slade",part i : prospects -- the man and his moment -- the ropemaker -- the promoter -- the widow's quandary -- hotbed of evil -- part ii : possibilities -- the wagonmaster -- the gathering storm -- the california mail -- part iii : power slade takes charge -- the ferrin shooting -- the las west of kearny -- the pony express -- avenging angel -- survival -- part iv : purgatory -- the breaking point -- gold fever -- reign of terror -- judgment day -- part v : posterity -- the widow and the town -- victims and survivors,"['outlaws', 'pony express', 'frontier and pioneer life']","['stagecoach robberies', 'regulator-moderator war, tex, 1839-1844', ""haun's mill massacre, mo, 1838"", 'frontier and pioneer life in literature', 'mexican war, 1846-1848']",f,"{'outlaws': 7, 'pony express': 327, 'frontier and pioneer life': 10}"
"dallas international with jr ewing : history of real dallasites in the spotlight of ""dallas"", southfork, and the 1980's gold rush","when jr ewing arrived in dallas to film ""dallas,"" the city soared to international southfork ranch became the major tourist attraction ambassadors and royalty and british tabloids focused on the ewings at the cattle baron's ball as shown in dallas international with jr ewing, actual dallasites starred in their own parallel series, the real soap opera of dallas the 1980s gold rush made dallas the world's oil capital dallas was the international symbol of wealth and glamour, a future city, an el dorado dallas women like morgan fairchild and jerry hall were as beautiful as sue ellen or pamela ewing caroline hunt schoellkopf founded a 5-star luxury hotel, the mansion neiman marcus with its fortnights was spectacular ""get your kicks on route 66"" was a gala episodes of real dallasites were even more dramatic than on tv jake hamon sr was murdered by his mistress and set off the teapot dome oil scandals of president warren g harding a socialite fell in love with comedian george burns blonde bombshell priscilla davis recaptured love for her murdered daughter by rearing her racially mixed granddaughter author nancy smith was the one newspaper columnist who wrote during all the years of the original 'dallas"" series from 1978 to 1991 as celebrity writer and society editor of the dallas morning news and dallas times herald, she interviewed tycoons and movie stars, kings, queens, princes and princesses, and ronald reagan's inaugurations this is the real story of dallas [amazon]","jr ewing, southfork ranch, the cattle baron's ball, and the eugene bragg smith family--mayors robert folsom, jack evans and a starke taylor and dallas as an international city--stanley marcus and the neiman marcus fortnights--dynasty saga of jake and nancy hamon--la jolla and acapulco with glamorous murchisons--the brinker family, willow bend and the susan g komen foundation--caroline hunt schoellkopf and the mansion on turtle creek--royalty and nobility in dallas--the sweet interlude of george burns and cathy carr--debs and the dallas social scene--andy warhol, marcia may, raymond nasher, algur meadows and the starck club and the dallas arts scene--the gatsby life of twinkle and bradley bayoud--joanne herring, rep charlie wilson, adnan khashoggi, ghaith pharaon, jack ekhtiar and middle easterners in dallas--priscilla davis and ""texas lil"" lynda arnold--mgm-quality spectaculars by wendy moss--trammell crow, glitz and glamour and the movies made around dallas--inauguration of ronald reagan and the republican power in dallas","['rich people', 'socialites']","['ranch life', 'texas longhorn cattle', 'women ranchers', ""presidents' spouses"", 'ranches']",f,"{'rich people': 68, 'socialites': 100}"
wari : lords of the ancient andes,"""eminent ancestors of the better-known inca, the wari ascended to power in the south-central highlands of peru in about ad 600, underwent a period of explosive growth, and then, by ad 1000, collapsed during this lifespan, they created a society of such unprecedented complexity that many today regard it as the first empire in the andes elite arts and the ideologies that informed them were among the culture's most prominent exports from their eponymous capital, one of the largest archaeological sites in south america, the wari sent elaborate objects and textiles to their highland provincial centers as well as down into populous pacific coastal areas to the west the arts were crucial to their political, economic, and religious systems since the wari did not write, the arts took on special roles in preserving and communicating information this book is published on the occasion of an exhibition organized by the cleveland museum of art that features some 170 objects from collections in canada, europe, peru, and the united states the selection covers the full range of wari elite arts: elaborate textiles, which probably were at the core of wari value systems; sophisticated ceramics of various styles; exquisite personal ornaments made of precious materials; carved wood containers; and works in stone and other media the exhibition, the first in north america devoted to the arts of the wari, was curated and the cataloged edited by susan e bergh, curator of pre-columbian and native north american art at the cleveland museum of art""--p [2] of cover",the history of inquiry into the wari and their arts / susan e bergh and justin jennings -- interpreting a cosmopolitan andean society the rise of an andean empire / katherina schreiber ; looking at the wari empire from the outside in / luis jaime castillo butters -- transforming the world the wari built environment: landscape and architecture of empire / gordon f mcewan and patrick ryan williams ; the art of feasting: building an empire with food and drink / donna nash ; the coming of the staff deity / anita g cook ; archives in clay: the styles and stories of wari ceramic artists / patricia j knobloch ; shattered ceramics and offerings / mary glowacki ; tapestry-woven tunics / susan e bergh ; tie-dyed tunics / ann pollard rowe ; featherwork / heidi king ; inland and metal ornaments / susan e bergh ; figurines / susan e bergh ; wood containers and cups / susan e bergh -- the aftermath wari's andean legacy / william h isbell and margaret young-sánchez ; checklist of the exhibition ; reference,"['huari art', 'huari indians']","['inca art', 'inca architecture', 'inca philosophy', 'inca mythology', 'aztec art']",f,"{'huari art': 17, 'huari indians': 68}"
rockford,"nestled in one of natures beauty spots and spread out on both banks of rock river, rockford has grown and developed to become one of the principal cities of the state of illinois and the midwest with its proliferation of trees, well-kept neighborhoods, and an extensive system of parks and museums, rockford enjoys the distinction of being one of the most beautiful inland cities in america; it is also one of the states leading industrial cities in pictorial format, this book presents the story of rockford, the forest city it is a story of progress, creativity, and achievement, which encouraged immigrant entrepreneurs to develop large industries from their innovative ideas the story of this city needs no embellishment, and it is documented here with the belief that it will lead to a better appreciation of what rockford is and what rockford is to be",rockford's pioneer founder -- rockford's waterpower -- rockford's agricultural mechanics -- rockford's furniture barons -- from pioneer town to machine city -- branching out from furniture -- rockford becomes the forest city -- mechanical geniuses -- a machine tool giant -- downtown and around in rockford -- a place for rockford history,['historic buildings'],"['city and town life', 'historic industrial sites', 'cities and towns', 'urban renewal', 'urbanization']",f,{'historic buildings': 24}
aztec goddesses and christian madonnas : images of the divine feminine in mexico,"""the face of the divine feminine can be found everywhere in mexico one of the most striking features of mexican religious life is the prevalence of images of the virgin mother of god this is partly because the divine feminine played such a prominent role in pre-hispanic mexican religion goddess images were central to the devotional life of the aztecs, especially peasants and those living in villages outside the central city of tenochtitlan (present day mexico city) in these rural communities fertility and fecundity, more than war rituals and sacrificial tribute, were the main focus of cultic activity both aztec goddesses and the christian madonnas who replaced them were associated, and sometimes identified, with nature and the environment: the earth, water, trees and other sources of creativity and vitality this book uncovers the myths and images of 22 aztec goddesses and 28 christian madonnas of mexico their rich and symbolic meaning is revealed by placing them in the context of the religious worldviews in which they appear and by situating them within the devotional life of the faithful for whom they function as powerful mediators of divine grace and terror""--publisher",introduction : the divine feminine -- the goddess in pre-hispanic mexico -- the mother of god in the christian tradition -- the mexican encounter : from conflict to syncretism -- aztec goddess images -- christian madonna images,"['indians of mexico', 'indian art', 'christian art and symbolism', 'aztec goddesses in art', 'aztec art', 'aztecs', 'women']","['aztec goddesses in art', 'aztec mythology', 'quetzalcoatl (aztec deity)', 'aztec gods', 'aztec art']",f,"{'indians of mexico': 14, 'indian art': 146, 'christian art and symbolism': 19, 'aztec goddesses in art': 1, 'aztec art': 5, 'aztecs': 9, 'women': 272}"
death in the tenderloin : a slice of life from the heart of san francisco,"""this book celebrates the tenderloin at its most tender it was inspired by the obituaries published in the central city extra - monthly newspaper for the neighborhood's fixed income and no-income populace this is a hardscrabble script""",faces of death -- causes of death -- the closer -- murder in the tenderloin -- analysis,"['poor', 'single-room occupancy hotels', 'obituaries', 'homeless', 'victims of crime', 'mentally ill', 'addicts', 'aids (disease)']","['obituaries', 'violent deaths', 'mortality', 'city and town life', 'memorialization']",f,"{'poor': 369, 'single-room occupancy hotels': 550, 'obituaries': 1, 'homeless': 103, 'victims of crime': 16, 'mentally ill': 577, 'addicts': 336, 'aids (disease)': 266}"
plainfield,"in 1820, abolitionist quakers from north carolina settled in plainfield, indiana these early settlers provided the foundation for plainfield's rich heritage, which has evolved into today's diverse blend of residents in 1832, levi jessup and elias hadley platted the town of plainfield with 64 lots straddling the national road the record of the first lot sold is dated may 2, 1833 - much has happened since that day images of america : plainfield presents a visual journey into plainfield's past through nostalgic images of early downtown buildings, the indiana boys' school, the railroad, schools, churches, and much more",early plainfield -- downtown plainfield -- school time -- religious life -- businesses -- above plainfield -- transportation -- fun times -- indiana boys' school -- around town,['historic buildings'],"['land settlement', 'pilgrims (new plymouth colony)', 'plantation life', 'mansfield plantation (sc)', 'cities and towns']",f,{'historic buildings': 36}
chicago's gold coast,"what was once described as an undesirable swampland has been transformed into one of the most beautiful and wealthiest neighborhoods in america chicago's gold coast neighborhood, developed in the late 1800s, was first called the astor street district it was named after one of the first multimillionaires in the united states, john jacob astor--even though astor never lived in chicago in 1885, astor street district's first mansion was built potter palmer, a dry goods merchant and owner of the palmer house hotel, built his palatial, castle-like residence on the corner of lake shore drive and banks street; inside the palmer mansion were 42 lavishly furnished rooms, which required 26 servants to maintain many wealthy chicagoans followed palmer's lead and built mansions in the neighborhood several homes took up an entire city block and, as time progressed, the name gold coast was adopted on january 30, 1978, the entire gold coast district was listed in the national register of historic places","the rise of a new neighborhood : grand mansions and luxury homes -- making room for more neighbors : cooperative buildings -- that's entertainment! : hotels, clubs, restaurants, schools, places of worship, and faces in the neighborhood","['historic buildings', 'dwellings']","['african american neighborhoods', 'historic districts', 'mansions', 'central business districts', 'ethnic neighborhoods']",f,"{'historic buildings': 11, 'dwellings': 31}"
mexico : from the olmecs to the aztecs,"""this authoritative volume has been revised throughout and expanded, with new images and accounts of the major discoveries of recent years updates begin with the earliest periods: one of the enduring puzzles surrounding mexican prehistory, the origins of maize farming, has at last been solved there are insights into the latest finds at the olmec sites at chiapas de corzo and zazacatla the classic city of teotihuacan continues to yield discoveries, changing the way we look at this major site the post-classic huastec people are covered in greater detail and the unearthing of burial deposits in the center of the aztec capital of tenochtitlan has led to a new understanding of the history and symbolism of this hallowed area""--page 4 of cover",early hunters -- the archaic period -- the preclassic period : early villagers -- the preclassic period : early civilizations -- the classic period -- the epiclassic period -- the post-classic period : the toltec state -- the post-classic period : rival states -- the aztecs in 1519 -- epilogue -- visiting mexico -- chronological table -- reigning monarchs of the aztec state,"['indians of mexico', 'indians of mexico']","['aztec art', 'aztec mythology', 'aztecs', 'aztec gods', 'indians of mexico']",f,{'indians of mexico': 5}
for the love of north dakota and other essays : sundays with clay in the bismarck tribune,a compilation of the first seven years (2005-2011) of a column published every sunday in the bismarck tribune on life in north dakota and the growing influence of the oil boom,introductory letter by ken rogers -- seasons -- culture -- people -- where i lived and what i lived for -- family -- conserving our homeland -- the missouri river -- the future of north dakota -- energy and the spirit of north dakota -- when the landscape is quiet again by governor arthur a link,['petroleum industry and trade'],"['frontier and pioneer life', 'ranch life', 'plains', 'country life', 'petroleum industry and trade']",f,{'petroleum industry and trade': 5}
naptown rock radio wars,"it was a fight to the death well, maybe not to the death, but it was definitely a battle that would change not only the listening habits of tens of thousands of hoosiers but also the entire culture of the indiana state capital city it had repercussions throughout the nation as the first major war of am radio versus fm radio it was forty-fives versus album cuts and the good guys versus the bad boys and naptown would never be the same two brilliant and fierce broadcasting competitors went head to head: richard fairbanks, who for almost two decades owned wibc-am 1070, the 50,000-watt radio behemoth, versus don burden, the young upstart broadcasting impresario who swaggered into town and launched the glitzy, promotion-oriented though relatively low-powered wife-am 1310 how was the war fought? what were the strategies? who were the personalities both in the limelight and behind the scenes? and who, in the end, would win naptowns rock radio wars?","the dawn of rock 'n' roll radio -- the rise of ""lucky 13"" wife -- fm strikes back with wnap -- the underground and radio free naptown -- stiff competition from wtlc, wnde, wxlw -- the decline of lucky 13 -- the buzzard falls",['radio stations'],"['radio stations', 'radio personalities', 'johnson county war, 1892', 'regulator-moderator war, tex, 1839-1844', 'country life']",f,{'radio stations': 1}
benedictine sisters of st walburg monastery,"""presents a pictorial history of the community in covington and villa hills, the schools and hospitals where the sisters worked, and the familiar faces of those who were a part of it all""--page 4 of cover",beginnings in covington -- moving to the country -- community education ministries -- community healthcare ministries -- other ministries -- faces of st walburg monastery -- community life and prayer,"['benedictine nuns', 'catholics']","['benedictine nuns', 'new jerusalem church', 'franciscans', 'religious facilities', 'protestant churches']",f,"{'benedictine nuns': 1, 'catholics': 19}"
the story of the selma voting rights marches in photographs,"""explores the selma voting rights marches of 1965, including the causes of the protests, the march organizers, the violence surrounding the events, and the impact the marches had on the passage of the voting rights act""--provided by publisher",introduction -- demanding to vote -- hundreds of arrests -- bloody sunday -- steps toward justice -- marching to freedom -- victory at last -- conclusion -- rights movement timeline -- further reading (books and internet addresses) -- index,"['african americans', 'african americans']","['civil rights demonstrations', 'montgomery bus boycott, montgomery, ala, 1955-1956', 'antislavery movements', 'protest movements', 'civil rights movements']",f,{'african americans': 217}
ancient maya political dynamics,"an exploration, using research from the maya site motul de san jose in guatemala, of how political structures and dynamics have been examined by political anthropologists and archaeologists over the last century","introduction -- political anthropology, archaeology, and ancient politics -- archaeological studies of ancient politics -- reconstructing classic maya polities: the macro scale of political analysis -- internal dynamics, bureaucracy, and political centralization: the middle scale of political analysis -- the flow and use of power: the micro scale of political analysis -- conclusions: toward an archaeology of power","['mayas', 'mayas', 'mayas', 'political anthropology']","['maya mythology', 'maya pottery', 'political anthropology', 'inscriptions, mayan', 'maya architecture']",f,"{'mayas': 13, 'political anthropology': 3}"
"african-brazilian culture and regional identity in bahia, brazil",an examination of why afro-bahian people are a marginalized racial group despite the fact that bahia has a majority black population,"introduction: brazil's black rome and the remaking of bahian regional identity -- salvador, bahia, 1930-1954 -- the revitalization of african-bahian culture -- performing bahia: public festivals, samba, and african-bahian agency -- rituals of inclusion: evolving discourses of bahianness -- carnival of the people: batucadas and afoxés -- the project of regional identity formation: culture, politics, and tourism -- conclusion and epilogue: cultural politics in bahia","['blacks', 'social classes']","['national characteristics, brazilian', 'african diaspora', 'creoles', 'arts, latin american', 'national characteristics, latin american']",f,"{'blacks': 85, 'social classes': 269}"
