title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
"your pinkie is more powerful than your thumb : and 333 other surprising facts that will make you wealthier, healthier, and smarter than everyone else","focuses on the most recent discoveries in health, science, and history to present a collection of money and health-related facts","letting it all hang out in nauru -- life and death -- but mostly death -- how much did someone actually pay for a cow named missy? -- bon appétit -- monkey stalkers, giant dust clouds and chicken feathers -- animal kingdom -- underdogs, stocky marathoners and diving goalies -- politics, religion and other things you shouldn't discuss -- hitler like beer -- and cake -- the leftover but equally fascinating stuff","['questions and answers', 'curiosities and wonders']","['intellectual life', 'natural history', 'curiosities and wonders', 'endowments', 'intellectuals']",a,"{'questions and answers': 20, 'curiosities and wonders': 3}"
mental-floss : the book : the greatest lists in the history of listory,"for ten years, the knowledge seekers at mental-floss have been hunting and trapping the world's rarest facts, locking them into captivating lists for the world to admire this book is packed with a decade's worth of the smartest, quirkiest stories around","10 cheat sheets for impressing a diplomat, president, or pope -- 10 lists that should come with a lab count -- 10 lists you can share with your kids (or inner child) -- 10 lists to lighten the mood in the er -- 10 sports lists for people who can't dunk -- 10 food lists to make your mouth water -- 10 lists that mean business -- 10 pop culture lists to break out on the red carpet -- 10 lists for people who can't write good -- 10 animal lists that don't bite -- 10 lists to read before naming your child, company, or alter-ego -- 10 lists of lemons -- 10 lists of lemonade -- 10 lists that didn't fit nicely into any other chapter",['lists'],"['lists', 'encyclopedists', 'curiosities and wonders', 'cabinets of curiosities', ""children's encyclopedias and dictionaries""]",a,{'lists': 1}
big questions from little people--- and simple answers from great minds,"many of the questions children ask in the course of growing up can stump even the best educated adult: why can't l tickle myself? are we all related? who named all the cities? do aliens exist? what makes me me? is it okay to eat a worm? who invented chocolate? if the universe started from nothing, how did it become something? how do you fall in love? who is god? how do chefs get ideas for recipes? why are some people mean? this charming and informative collection has been compiled from schoolchildren's actual questions, which are answered by the world's greatest experts, including mary roach, richard dawkins, philip pullman, bear grylls, david eagleman, philippa gregory, noam chomsky and mario batali --publisher description","machine generated contents note: are there any undiscovered animals? / sir david attenborough -- is it ok to eat a worm? / bear grylls -- what are atoms? / marcus chown -- why are the grown-ups in charge? / miranda hart -- why is blood red, not blue? / dr christian jessen -- how are dreams made? / alain de botton -- how long would it take to walk around the world? / rosie swale-pope -- why do we have music? / jarvis cocker -- do aliens exist? / dr seth shostak -- where does wind come from? / rob penn -- why do we speak english? / professor david crystal -- why did dinosaurs go extinct and not other animals? / dr richard fortey -- why do cakes taste so nice? / lorraine pascale -- how do plants and trees grow from a small seed? / alys fowler -- why do monkeys like bananas? / daniel simmonds -- is the human brain the most powerful thing on earth? / derren brown -- what is global warming? / dr maggie aderin-pocock -- why do i get hiccups? / harry hill -- contents note continued: why is space so sparkly? / martin rees -- why can't animals talk like us? / noam chomsky -- how do story writers get ideas for characters? / dame jacqueline wilson -- how do cars work? / david rooney -- why can't i tickle myself? / david eagleman -- who had the first pet? / celia haddon -- why are planets round? / professor chris riley -- can a bee sting a bee? / dr george mcgavin -- why do we cook food? / heston blumenthal -- how do you keep going when you're losing in sport? / dame kelly holmes -- why do wars happen? / alex crawford -- why do we go to the toilet? / adam hart-davis -- why do lions roar? / kate humble -- why do we have money? / robert peston -- who wrote the first book ever? / professor martyn lyons -- why do elephants have trunks? / michaela strachan -- why are some people mean? / dr oliver james -- how do trees make the air that we breathe? / dr david bellamy -- contents note continued: if the universe started from nothing, how did it become something? / dr simon singh -- why do people have different-coloured skin? / carl zimmer -- will the north and south poles ever melt completely? / dr gabrielle walker -- where does 'good' come from? / a c grayling -- why is the sun so hot? / dr lucie green -- what is the most endangered animal in the world? / mark carwardine -- why do girls have babies and boys don't? / dr sarah jarvis -- in victorian times why did kids do all the work? / claire tomalin -- what is gravity, and why isn't there any in space? / dr nicholas j m patrick -- why can't we live forever? / richard holloway -- how does water get into the clouds so it can rain? / gavin pretor-pinney -- why do animals that fly have feathers, not including bats? / john 'jack' horner -- how does my brain control me? / baroness susan greenfield -- how do chefs get ideas for recipes? / gordon ramsay -- are we all related? / dr richard dawkins -- contents note continued: how do they know all snowflakes are different? / justin pollard -- why does time go slowly when you want it to go fast? / claudia hammond -- who first made metal things? / neil oliver -- how do the bubbles get into fizzy drinks? / steve mould -- why is the sky blue? / simon ings -- how do sportspeople concentrate when the crowd is noisy? / colin montgomerie -- do monkeys and chickens have anything in common? / dr yan wong -- how did we first learn to write? / john man -- why do scientists look at germs, and why can't i see them? / joanne manaster -- do any people eat polar bears or lions? / benedict allen -- why does the moon change shape? / chris riley -- do numbers go on forever? / marcus du sautoy -- where did the first seed come from? / dr karen james -- why was guy fawkes so naughty? / philippa gregory -- what do you have to do to get into the olympic games? / jessica ennis -- who was the first artist? / michael wood -- contents note continued: what am i made of? / lawrence krauss -- why do penguins live at the south pole but not the north? / vanessa berlowitz -- how does an aeroplane fly? / david rooney -- what's the strongest animal? / steve leonard -- who named all the cities? / mark forsyth -- why is water wet? / roger highfield -- what would i look like if i didn't have a skeleton? / joy s gaylinn reidenberg -- are cows polluting the air? / tim smit -- how do writers think of their ideas? / philip pullman -- who invented chocolate? / joanne harris -- why do men grow beards and not women? / dr christian jessen -- is sugar bad for you? / annabel karmel -- how did they build the pyramids in egypt? / dr joyce tyldesley -- why is the sky dark at night? / christopher potter -- what should you do when you can't think what to draw or paint? / tracey emin -- how do you make electricity? / jim al-khalili -- did alexander the great like frogs? / bettany hughes -- contents note continued: what are our bones made of? / alice roberts -- if you're on a boat with no food or water, what do you do? / roz savage -- how does my cat always find her way home? / dr rupert sheldrake -- what's inside the world? / iain stewart -- who is god? / julian baggini -- meg rosoff -- francis spufford -- how many different types of beetle are there in the whole world? / dr george mcgavin -- how far away is space? / marcus chown -- how does lightning happen? / kathy sykes -- why are some people taller than others? / katie woodard -- why is wee yellow? / sally magnusson -- what was the biggest battle the romans fought in? / gary smailes -- why do i get bored? / peter toohey -- are there really monsters living in our mouths called blackteria? / liz bonnin -- why do we sleep at night? / russell g foster -- will we ever be able to go back in time? / dr john gribbin -- how does fire get on fire? / dr bunhead -- contents note continued: why do we have lots of countries, not just one big country? / dan snow -- what makes me me? / chris stringer -- professor gary marcus -- michael rosen -- if a cow didn't fart for a whole year and then did one big fart, would it fly into space? / mary roach -- why is the sea salty? / mark kurlansky -- what is the internet for? / clay shirky -- how did michelangelo get so famous? / sister wendy beckett -- how do you fall in love? / jeanette winterson -- david nicholls -- professor robin dunbar -- if my stomach was unravelled how long would it be? / dr michael mosley -- why do we have an alphabet? / john man -- why do i always fight with my brother and sister? / tanya byron -- what are rainbows made of? / rob penn -- when did people start using recipes? / mario batali -- why does the moon shine? / dr heather couper -- where do the oceans come from? / dr gabrielle walker -- why do snails have shells but slugs don't? / nick baker -- out-takes!","[""children's questions and answers""]","[""children's questions and answers"", 'literacy', 'questions and answers', 'museums and children', 'educational games']",a,"{""children's questions and answers"": 1}"
defining the modern museum : a case study of the challenges of exchange,"defining the modern museum is a fascinating exploration of the museum as a cultural institution emphasizing museums' relationship to schools, libraries, and government agencies, this interdisciplinary study challenges long-standing assumptions about museums - revealing their messy, uncertain origins, and belying the standard narrative of their educational purpose having been corrupted by corporate goals using theoretical models and extensive archival research, lianne mctavish examines the case of canada's oldest continuing public museum, the new brunswick museum in saint john focusing on the period between 1842 and the 1950's, mctavish addresses topics such as the transnational exchange of objects between museums, efforts by women to claim space within the organization, the creation of carnegie libraries, and the rising status of curators shedding light on many topics of current interest, especially the commodification and globalization of museums, this study makes a lively contribution to museum studies and cultural studies","1 exchanging values in the nineteenth-century museum marketplace -- 2 learning to see: vision, visuality, and material culture, 1862 -- 1929 -- 3 offering orientalism: women and the gift economy of the museum, 1880 -- 1940 -- 4 libraries and museums: shifting relationships, 1830 -- 1940 -- 5 gendered professionals: debating the ideal museum worker during the 1930s and 1940s","['museums', 'museum techniques']","['museums and community', 'communication in museums', 'museum curators', 'museum exhibits', 'museums and minorities']",a,"{'museums': 8, 'museum techniques': 11}"
big book of what?,"provides answers to a diverse collection of over eight hundred commonly asked factual questions, covering such areas as animals, space, the human body, food, survival, mysteries, and inventions",animals -- space -- the human body -- weather & climate -- food -- survival -- sports -- history -- holidays & festivals -- mysteries -- inventions -- the future,"['curiosities and wonders', 'questions and answers', ""children's questions and answers""]","['natural history', 'curiosities and wonders', 'science and the humanities', 'encyclopedists', 'natural history museums']",a,"{'curiosities and wonders': 2, 'questions and answers': 27, ""children's questions and answers"": 48}"
dead strange : the bizarre truths behind 50 world-famous mysteries,"this amazing collection of the weird and wonderful contains entries on everything from the bizarre to the horrific, and from the spooky to the just plain confounding the book includes some of history's most astounding tales of the strange and supernatural, and tells in vivid detail the story behind the events and the people involved, the impact of particular myths and beliefs, and the latest investigations being undertaken in an attempt to find answers to the world's most baffling phenomena from loch ness to bigfoot, spontaneous combustion to roswell, each entry is supported with sidebars related to pop culture, and comes with a wealth of photographs and fascinating illustrations",alchemy -- alien abductions -- amityville -- anastasia/anna anderson -- angels -- area 51 -- the ark of the covenant -- atlantis -- the bermuda triangle -- the bible code -- the big bang -- bigfoot -- crop circles -- crystals -- the dead sea scrolls -- demonic possession -- dowsing -- dracula -- easter island -- el dorado -- esp and psychokinesis -- the great flood -- the great pyramid at giza -- the holy grail -- jack the ripper -- kaspar hauser -- king arthur -- the knights templar -- levitation -- the loch ness monster -- lourdes -- men in black -- noah's ark -- nostradamus -- the ogopogo -- ouija boards -- poltergeists -- the queen of sheba -- the rosicrucians -- roswell -- séances -- the shroud of turin -- spontaneous human combustion -- stigmata -- stonehenge -- ufo crashes -- voodoo -- weeping statues -- yeti -- zombies,"['curiosities and wonders', 'mystery', 'miracles', 'handbooks, vade-mecums, etc']","['curiosities and wonders', 'ghost stories', 'apparitions', 'ghosts', 'unidentified flying objects']",a,"{'curiosities and wonders': 1, 'mystery': 7, 'miracles': 24, 'handbooks, vade-mecums, etc': 147}"
the mammoth book of unexplained phenomena,"a skeptic's guide to an astonishing universe of mysteries beyond the sure grasp of science bainton offers a serious conpendium of enigmatic phenomena, from rains of apples, jelly, spiders, and blood to cursed ships and ghost boats, archaeological oddities, and ufos and aliens","introduction: e=mc2 or not? -- the age of unreason -- hot chestnuts: ufos -- beyond the veil -- inexplicable astronomy -- bizarre biology -- shiver me timbers! maritime mysteries -- panic and paranoia -- combining the fringe: fun, fort and fine entertainment: a miscellany of mysteries -- epilogue: through the revolving door","['curiosities and wonders', 'unidentified flying objects', 'ghosts']","['curiosities and wonders', 'apparitions', 'unidentified flying objects', 'ghosts', 'mystery']",a,"{'curiosities and wonders': 1, 'unidentified flying objects': 3, 'ghosts': 4}"
"super pop! : pop culture top ten lists to help you win at trivia, survive in the wild, and make it through the holidays","this hilarious and wide-ranging guide sorts nearly 500 different bestsellers, blockbusters, and underappreciated gems into quirky top ten lists, like ""outwit death: essential lessons in survival,"" and ""achieve mindfulness: movies that will show you the way (with wise elders now included)"" whether you're looking for some motivational workout music, need help planning a july 4th double feature, or just want to pick up some knowledge without straining your brain, this book has you covered--from publisher description",be more interesting -- get smart(er) -- stop doing it wrong -- find happiness -- survive the holidays,['popular culture'],"['popular culture', 'popular music', 'celebrities', 'music', 'lists']",a,{'popular culture': 1}
encyclopaedism from antiquity to the renaissance,"""shedding new light on the rich body of encyclopaedic writing surviving from the two millennia before the enlightenment, this book traces the development of traditions of knowledge ordering which stretched back to pliny and varro and others in the classical world it works with a broad concept of encyclopaedism, resisting the idea that there was any clear pre-modern genre of the 'encyclopaedia', and showing instead how the rhetoric and techniques of comprehensive compilation left their mark on a surprising range of texts in the process it draws attention to both remarkable similarities and striking differences between conventions of encyclopaedic compilation in different periods, with a focus primarily on european/mediterranean culture the book covers classical, medieval (including byzantine and arabic) and renaissance culture in turn, and combines chapters which survey whole periods with others focused closely on individual texts as case studies""-- provided by publisher","machine generated contents note: 1 introduction: jason konig and greg woolf; part i classical encyclopaedism: 2 encyclopaedism in the roman empire jason konig and greg woolf; 3 encyclopaedism in the alexandrian library myrto hatzimichali; 4 labores pro bono publico: the burdensome mission of pliny's natural history mary beagon; 5 encyclopaedias of virtue? collections of sayings and stories about wise men in greek teresa morgan; 6 plutarch's corpus of quaestiones in the tradition of imperial greek encyclopaedism katerina oikonomopoulou; 7 artemidorus' oneirocritica as fragmentary encyclopaedia daniel harris-mccoy; 8 encyclopaedias and autocracy: justinian's encyclopaedia of roman law jill harries; 9 late latin encyclopaedism: towards a new paradigm of practical knowledge marco formisano; part ii medieval encyclopaedism: 10 byzantine encyclopaedism of the ninth and tenth centuries paul magdalino; 11 the imperial systematisation of the past in constantinople: constantine vii and his historical excerpts andres nemeth; 12 ad maiorem dei gloriam: joseph rhakendys' synopsis of byzantine learning erika gielen; 13 shifting horizons: the medieval compilation of knowledge as mirror of a changing world elizabeth keen; 14 isidore's etymologies: on words and things andrew merrills; 15 loose giblets: encyclopaedic sensibilities of ordinatio and compilatio in later medieval english literary culture and the sad case of reginald pecock ian johnson; 16 why was the fourteenth century a century of arabic encyclopaedism? elias muhanna; 17 opening up a world of knowledge: mamluk encyclopaedias and their readers maaike van berkel; part iii renaissance encyclopaedism: 18 revisiting renaissance encyclopaedism ann blair; 19 philosophy and the renaissance encyclopaedia: some observations d c andersson; 20 reading 'pliny's ape' in the renaissance: the polyhistor of caius julius solinus in the first century of print paul dover; 21 shakespeare's encyclopaedias neil rhodes; 22 big dig: dugdale's drainage and the dregs of england history of embanking and drayning claire preston; 23 irony and encyclopedic writing before (and after) the enlightenment william west; part iv chinese encyclopaedism: a postscript: 24 the passion to collect, select, and protect: fifteen hundred years of the chinese encyclopaedia harriet zurndorfer","['encyclopedias and dictionaries', 'encyclopedists', 'learning and scholarship', 'learning and scholarship', 'learning and scholarship', 'civilization, ancient', 'civilization, medieval', 'renaissance']","['encyclopedists', 'encyclopedias and dictionaries', 'didactic literature, latin (medieval and modern)', ""children's encyclopedias and dictionaries"", 'civilization, medieval']",a,"{'encyclopedias and dictionaries': 2, 'encyclopedists': 1, 'learning and scholarship': 29, 'civilization, ancient': 14, 'civilization, medieval': 5, 'renaissance': 11}"
museums in china : materialized power and objectified identities,"""from the earliest museums established by western missionaries in order to implement religious and political power, to the role they have played in the formation of the modern chinese state, the origin and development of museums in mainland china differ significantly from those in the west the occurrence of museums in mainland china in the late nineteenth century was primarily a result of internal and external conflicts, westernization and colonialism, and as such they were never established solely for enjoyment and leisure using a historical and anthropological framework, this book provides a holistic and critical review on the establishment and development of museums in mainland china from 1840 to the present day, and shows how museums in china have been used by a wide range of social, political, and state actors for a number of economic, religious, political and ideological purposes indeed, tracey l-d lu examines the key role played by museums in reinforcing social segmentation, influencing the economy, protecting cultural heritage and the construction and enhancement of ethnic identities and nationalism, and how they have throughout their history helped the powerful to govern the less powerful or the powerless more broadly, this book provides important comparative insights on museology and heritage management, and questions who the key stakeholders are, how museums reflect broader social and cultural changes, and the relationship between museum and heritage management drawing on extensive archival research and anthropological fieldwork, as well as the author's experience working as a museum curator in mainland china in the late 1980s""-- provided by publisher","china between 1840 and 1949 -- missionaries and early museums -- social elites and early museums -- museums for modern state formation -- museums in the communist state -- ecomuseum, ethnicity and the management of intangible cultural heritage -- tourism, museum and local cultural changes -- museums in a changing china",['museums'],"['museums and community', 'museums and minorities', 'museum visitors', 'historical museums', 'museum techniques']",a,{'museums': 12}
the world book encyclopedia,"""a 22-volume, highly illustrated, a-z general encyclopedia for all ages, featuring sections on how to use world book, other research aids, pronunciation key, a student guide to better writing, speaking, and research skills, and comprehensive index""-- provided by publisher","v 1 a -- v 2 b -- v 3 c-ch -- v 4 ci-cz -- v 5 d -- v 6 e -- v 7 f -- v 8 g -- v 9 h -- v 10 i -- v 11 j, k -- v 12 l -- v 13 m -- v 14 n, o -- v 15 p -- v 16 q, r -- v 17 s-sn -- v 18 so-sz -- v 19 t -- v 20 u, v -- v 21 w, x, y, z -- v 22 research guide, index",['encyclopedias and dictionaries'],"['encyclopedias and dictionaries', ""children's encyclopedias and dictionaries"", 'encyclopedists', 'natural history', 'civilization, medieval']",a,{'encyclopedias and dictionaries': 1}
the objects of experience : transforming visitor-object encounters in museums,"""what if museums could harness the emotional and intellectual connections people have to personal and everyday objects to create richer visitor experiences? in this book, elizabeth wood and kiersten latham present the object knowledge framework, a tool for using objects to connect museum visitors to themselves, to others, and to their world they discuss the key concepts underpinning our lived experience of objects and how museums can learn from them then they walk readers through concrete methods for transforming visitor-object experiences, including exercises and strategies for teams developing exhibit themes, messages, and content, and participatory experiences""-- provided by publisher",machine generated contents note: introductionpart 1: the objectchapter 1: object knowledgechapter 2: origins of the object knowledge frameworkpart 2: object relationshipschapter 3: objects as identitychapter 4: objects as revelationchapter 5: objects as reverencepart 3: object transformationschapter 6: using the object knowledge frameworkchapter 7: transformation through designchapter 8: transformation through contentchapter 9: transformation through participationchapter 10: the end is the beginningreferencesindex,"['museum exhibits', 'museum techniques']","['communication in museums', 'museum visitors', 'museums and community', 'museum techniques', 'museum exhibits']",a,"{'museum exhibits': 5, 'museum techniques': 4}"
creativity in museum practice,"""with this book museum professionals can learn how to unleash creative potential throughout their institution drawing from a wide range of research on creativity as well as insights from today's most creative museum leaders, the authors present at a set of practical principles about how museum workers at any level--not just those in ""creative positions""--can make a place for creativity in their daily practice replete with creativity exercises and stories from the field, they guide readers in developing an internal culture of creative learning, as well as delivering increased value to museum audiences""-- provided by publisher","your creative practice -- building creative cultures -- a field-wide creative infrastructure -- creative museums, creative societies","['museum techniques', 'creative thinking']","['museum techniques', 'communication in museums', 'museums and community', 'museum curators', 'museums and children']",a,"{'museum techniques': 1, 'creative thinking': 25}"
"mediating memory in the museum : trauma, empathy, nostalgia","""mediating memory in the museum is a contribution to an emerging field of research which is situated at the interface between memory studies and museum studies it highlights the role of museums in the proliferation of the so-called memory boom as well as the influence of memory discourses on international trends in museum cultures by looking at a range of museums in germany, britain, france and belgium, which address a diverse spectrum of topics such as migration, difficult and dark heritage, war, slavery and the gdr, arnold-de simine outlines the paradigm shifts in exhibiting practices associated with the transformation of traditional history museums and heritage sites into 'spaces of memory' over the past thirty years she probes the political and ethical claims of new museums and maps the relevance of key concepts such as 'vicarious trauma', 'secondary witnessing', 'empathic unsettlement', 'prosthetic memory' and 'reflective nostalgia' in the museum landscape""-- provided by publisher","machine generated contents note: -- list of figuresglossaryacknowledgmentsintroduction1parti: museum, memory, medium 1 a new type of museum?2 memory boom, memory wars and memory crisis3 is there such a thing as 'collective memory'?4 media frameworks of remembering5 difficult pasts, vicarious trauma: the concept of 'secondary witnessing'6 empathy and its limits in the museum7 nostalgia and post-nostalgia in heritage sitespartii: the deaths of others: representing trauma in war museums8 sites of trauma9icons of traumapart iii: screen memories and the 'moving' image: empathy and projection in ism, liverpool, and iwm north, manchester10 the politics of empathy11 testimonial video installation12 middle passage installation13 the big picture in iwm north14 guilt, grief and empathypart iv: the paradoxes of nostalgia in museums and heritage sites15 (post-)nostalgia for the museum? the pitt rivers museum, oxford16 the ghosts of spitalfields: 18 folgate street and 19 princelet street17 intangible heritage, place and community: écomusée d'alsace18 ostalgie - nostalgia for gdr everyday culture? the gdr in the museumpart v: uncanny objects, uncanny technologies19 phantasmagoria and its spectres in the museumconclusionnotesbibliographyindex","['museums', 'museums', 'memory', 'museums', 'museum techniques']","['museums and community', 'communication in museums', 'historical museums', 'museum exhibits', 'museums and minorities']",a,"{'museums': 10, 'memory': 33, 'museum techniques': 7}"
"a people's history of the peculiar : a freak show of facts, random obsessions and astounding truths","""truly trivia you can't live without, a people's history of the peculiar is filled with facts, lists, definitions, and astonishing information guaranteed to provide you with the best cocktail conversation for many years to come! your guide, nick belardes, has devoted his life to poking around the peculiar and perplexing explore the unknown stories behind why the nation's capitol didn't stay in philadelphia, why some fossils are smiling, and how, if preparation h existed in the early 1800s, napoleon would have won waterloo these real-world facts are outlandish enough to sharpen your brain and occupy your mind for hours of reading this book is so fascinating and fun, you'll become obsessed, too!""-- provided by publisher","machine generated contents note: foreword by brad listi -- introduction: boyhood maps, modern-day trivia -- chapter 1 amassed from the past: curious and fantastic facts from the archives of history -- chapter 2 unnatural sciences: bizarre discoveries from biology to outer space -- chapter 3 puzzling ailments: most mysterious maladies -- chapter 4 idiosyncratic inventions: technologies we depend on every day and some useless contraptions -- chapter 5 odd occupations: some of the dirtiest, weirdest jobs that you never wanted but have to know about -- chapter 6 saturday night fever: popular films for obsessive fans -- chapter 7 eccentric authors and fantastic art: great and little-known works by the wildly (and weirdly) creative -- chapter 8 mysterious places: exploring some of the world's most mystifying nooks and crannies -- bibliography -- acknowledgements -- about the author",['curiosities and wonders'],"['curiosities and wonders', 'natural history', 'history', 'popular culture', 'historical museums']",a,{'curiosities and wonders': 1}
the diplomacy of culture : the role of unesco in sustaining cultural diversity,"""cultural diversity, because it is perceived to have significant security, developmental, and social implications, is fast becoming one of the major political issues of the day at the international level, it overlaps with the now extensive debates on multiculturalism within states this work shows how cultural diversity challenges the understanding of international relations as relations between states and, by looking at the issue through the magnifying glass of an international organization, offers innovative insights into the interplay between various levels of international society the book examines in particular the role of unesco, the only united nations agency responsible for culture and the main forum for international diplomacy on the issue of cultural diversity ""-- provided by publisher","machine generated contents note: -- table of contents -- part i: introduction -- book's structure -- definitions -- unesco: structure and agency -- 1 legal basis and institutional structure -- 2 functions -- 3 member states -- 4 other actors -- 5 unesco as an actor -- part ii: unesco's responses, past and present -- 6 early years: protection and diffusion of cultural expressions -- 7 decolonisation: stress on cultural identity and promotion of cultural development -- 8 responding to the challenges of the twenty-first century -- part iii: france -- 9 the state and culture: an enduring marriage -- 10 from cultural exception to cultural diversity -- 11 the makings of the 2005 convention -- 12 protecting and promoting cultural diversity: a view from france -- part iv: the united states -- 13 culture in the united states and its place in the country's foreign policy -- 14 the united states and unesco: an uneasy relationship -- 15 the us opposition to the cultural diversity convention -- part v: cambodia -- 16 the place of culture in state policy -- 17 world heritage sites in cambodia: national or common heritage of humanity? -- 18 angkor -- 19 preah vihear -- 20 protection and promotion of intangible culture from the cambodian perspective -- part vi: brazil -- 21 brazil's racial and cultural diversity -- 22 cultural policies in brazil -- 23 public access -- 24 culture as economically remunerative -- 25 unesco in brazil and brazil at unesco -- 26 racism and discrimination -- 27 indigenous cultures -- part vii: unesco's difficulties in handling cultural diversity -- 28 challenges in handling cultural diversity -- 29 weaknesses of the unesco convention on the protection and promotion of the diversity of cultural expressions -- 30 gaps in unesco's legal action towards sustaining cultural diversity -- 31 shortcomings in unesco's functioning -- part viii: conclusion -- 32 double vision: culture or cultural expressions? -- 33 porous borders and fuzzy mandates -- 34 imperfect instruments for an imperfect world -- 35 unesco: puppet or master? -- 36 unesco as beacon -- annex - convention on the protection and promotion of the diversity of cultural expressions -- bibliography","['cultural pluralism', 'culture policy', 'international relations and culture']","['international relations and culture', 'unesco', 'cultural pluralism', 'multiculturalism', 'culture policy']",a,"{'cultural pluralism': 3, 'culture policy': 5, 'international relations and culture': 1}"
the secret museum,"""a unique treasure trove of the most intriguing artifacts hidden away in museum archives from all over the world, curated, brought to light and to life by molly oldfield in a beautifully illustrated collection""--provided by publisher","a gutenberg bible on vellum -- harrison schimtt's space suit -- three pieces of mars -- a piece of newton's apple tree -- the first cultivated pearls -- lamourouxia viscosa, seed from mexico -- things beneath the floorboards -- a bejewelled cross -- a haida shaman's rattle -- francis crick's sketch of dna -- tablet k143, school of exercise book of ashurbanipal, king of assyria -- vladimir nabokov's butterfly genitalia cabinet -- charles dickens's feline letter opener -- the heart token -- item rdmsc rd 1/1/1 -- auguste piccard's balloon gondola -- jason junior -- underwater painting by zarh pritchard -- anglerfish couple -- the first giraffe in france -- a great auk egg -- a glass jellyfish -- the interior of vasa -- flag from the battle of trafalgar -- a blue whale -- logbook of the kon-tiki expedition -- wally herbert's sledge -- song 21 -- exu boca de fogo -- livingstone and stanley's hats -- hawai'ian feather helmet -- the lienzo of tlapiltepec -- mixtec turquoise mosaic shield -- alicia (1965-67), mural by joan miró and josep lloréns artigas -- an unopened book -- the diamond sutra -- tibetan abbot's costume -- two golden bees, from the glass palace in burma -- slap-soled shoes -- blood's dagger -- tell halaf sculptures -- alfred nobel's will -- sketches of churchill -- friendship book -- torah ark curtain -- the tower of the blue horses by franz marc -- christmas telegram from agent zigzag -- a channel islands pillar box -- buckingham palace switchboard -- a leaf of goat eye stamps -- the tools that belonged to queen victoria's dentist -- skull of a tapuiasaurus macedoi -- handaxe from hoxne -- a series of paintings by ozias -- the spaulding collection of japanese prints -- van gogh's sketchbooks -- box in a valise by marcel duchamp -- margaret fonteyn's tutu -- stanley peach's centre court designs -- original draft of 'auld lang syne', robert burns","['museum exhibits', 'curiosities and wonders']","['natural history museums', 'museum exhibits', 'historical museums', 'museums', 'curiosities and wonders']",a,"{'museum exhibits': 2, 'curiosities and wonders': 5}"
big book of how,"provides answers to a diverse collection of over five hundred commonly asked questions, covering such areas as animals, buildings, transportation, food, the human body, and going green",animals -- be prepared -- sports -- buildings -- science -- transportation -- home tech -- food -- space -- the human body -- going green,"['curiosities and wonders', 'questions and answers', ""children's questions and answers""]","['natural history', 'animals', 'technology and civilization', 'science', 'questions and answers']",a,"{'curiosities and wonders': 23, 'questions and answers': 5, ""children's questions and answers"": 25}"
world book discovery encyclopedia,"""a 13-volume, illustrated, a-z general reference encyclopedia for students in the primary grades, providing guide words, pronunciations, and other traditional reference features as well as an atlas of world maps, special features, and a cumulative index""--provided by publisher","v 1 a -- v 2 b -- v 3 c -- v 4 d-e-f -- v 5 g-h -- v 6 i-j-k-l -- v 7 m -- v 8 n-o -- v 9 p-q-r -- v 10 s -- v 11 t-u -- v 12 v-w-x-y-z -- v 13 atlas, index","[""children's encyclopedias and dictionaries""]","['encyclopedias and dictionaries', ""children's encyclopedias and dictionaries"", 'natural history', 'encyclopedists', 'geography']",a,"{""children's encyclopedias and dictionaries"": 2}"
ultimate weird but true 2,"presents facts, brief stories, photos, and illustrations showing that fact can be as weird as fiction",extreme weirdness -- this way up -- what's your number? -- over the top -- it's only natural -- that's creepy! -- what's the deal? -- eye wonder -- wild world,['curiosities and wonders'],"['curiosities and wonders', 'ghost stories', 'cabinets of curiosities', 'ghosts', 'supernatural']",a,{'curiosities and wonders': 1}
