title,abstract,toc,true_lcsh_subjects,top_similar_lcsh_subjects,category,true_label_ranks
i'm the greatest star : broadway's top musical legends from 1900 to today,"from the publisher: here is the first major survey of broadway musical theatre stars, telling the life stories of 40 stage luminaries from al jolson, fanny brice and gwen verdon, to nathan lane, patti lupone and audra mcdonald author robert viagas describes each star's most important stage roles as well as the triumphant, tragic, inspiring, and cautionary tales of how they achieved-and maintained-their status as top broadway stars","preface -- acknowledgments -- 1: nobody / bert williams -- 2: man who owned broadway / george m cohan -- 3: terrible tot / fanny brice -- 4: you ain't heard nothin' yet / al jolson -- 5: look for the silver lining / marilyn miller -- 6: banjo eyes / eddie cantor -- 7: you irreplaceable you / fred and adele astaire -- 8: bugle boy / bobby clark -- 9: you're the top / william gaxton -- 10: life would be a ding-a-derry / ray bolger -- 11: sweet mama stringbean / ethel waters -- 12: be a lion, not a mowess / bert lahr -- 13: merm / ethel merman -- 14: where is the life that late i led? / alfred drake -- 15: i'm flying / mary martin -- 16: geet-got-gittle-oddle-got-go-say / danny kaye -- 17: dolly / carol channing -- 18: when you are king / yul brynner -- 19: comedy tonight / zero mostel -- 20: you with the stars in your eyes / john raitt -- 21: two lost souls / gwen verdon -- 22: glitter and be gay / barbara cook -- 23: music man / robert preston -- 24: out of the commonplace into the rare / richard kiley -- 25: all that jazz / chita rivera -- 26: i could have danced all night / julie andrews -- 27: lullaby of broadway / jerry orbach -- 28: open a new window / angela lansbury -- 29: look what happened to mabel / bernadette peters -- 30: music and the mirror / donna mckechnie -- 31: famous feet / tommy tune -- 32: just a little bit of star quality / patti lupone -- 33: i only have eyes for you / christine ebersole -- 34: bright as a penny / donna murphy -- 35: good old reliable nathan / nathan lane -- 36: wheels of a dream / brian stokes mitchell -- 37: is it really me? / audra mcdonald -- 38: show off / sutton foster -- 39: my new philosophy / kristin chenoweth -- sources -- about the author -- index","['singers', 'actors', 'musicals']","['women in musical theater', 'acting in musical theater']",m,"{'singers': 70, 'actors': 163, 'musicals': 3}"
miley cyrus,"biography of pop star miley cyrus, who plays hannah montana on disney's hannah montana",introduction : miley at madame tussaud's -- named for greatness -- big break -- montana mania -- balancing act -- more than montana,"['singers', 'television actors and actresses']","['disney characters', 'motion picture actors and actresses']",m,"{'singers': 46, 'television actors and actresses': 4}"
justin timberlake : breakout music superstar,read about justin timberlake's life from his early tv days to 'n sync and a solo career,young and talented -- mouseketeer to pop star -- pop success -- flying solo -- new career paths,"['rock musicians', 'musicians']","['celebrities in popular culture', 'popular music', 'popular music fans']",m,"{'rock musicians': 64, 'musicians': 84}"
djing,"if you want to dj, this book is for you! get top tips on choosing music find out what equipment to use learn about dj skills such as beatmatching find out how to get started, and how to get noticed",dj -- what is a dj? -- equipment -- music -- techniques -- getting noticed -- my first night djing -- need-to-know words -- more dj tips,"['disc jockeys', 'turntablism']","['electronic music', 'electronica (music)']",m,"{'disc jockeys': 17, 'turntablism': 716}"
the history of pop,"find out how pop music began, who was the worlds first pop star, and the different styles of pop music",what is pop music? -- early years -- 1970s -- 1980s -- 1990s -- 2000s -- need-to-know words -- more pop facts,['popular music'],"['popular music', 'popular music genres']",m,{'popular music': 1}
"the girls' guide to rocking : how to start a band, book gigs, and get rolling to rock stardom","""everything you need to know to turn your love of music--and desire to play it--into something real""--p [4] of cover","let's get ready to rock take it from the top ; play what your mama gave ya ; fiy (find it yourself) : guitars, drums, amps ; picking the right instrument ; proper care and feeding ; guitars, all kinds! ; pedals ; keys open doors : keyboards in a nutshell ; your voice ; hot for teacher ; finding a teacher -- making the band band together ; start where you are ; best friends, best bandmates ; wild combination : finding your match ; style wars ; let's stay together : keeping the peace in your band ; endless, nameless : finding a name ; solitary girl : being a solo artist ; express yourself : lyrics and songwriting ; writing it down ; the rules of no rules ; practice, practice, practice ; how to practice ; feeling discouraged -- recording is this thing on? ; do it clean ; ballad of something big : setting goals ; it's gonna take time a whole lot of precious time ; how do you know you are ready to record? ; all i need is one mic ; recording your drum sound ; preproduction for recording ; what is a producer, and do you need one? ; in the basement : home recording for the solo arteest ; garageband ; gang of four : tascam four-track -- all the way live ready,steady, go ; some notes on stage fright and bad shows ; i was meant for the stage ; one is the loneliest number : performing solo ; the system and the packer who abides by it ; putting on your own shows ; going book wild ; promotion -- turn it up mind your own (band) business ; duty now for the future ; legalese ; accessorizing your band ; touring","['rock groups', 'women rock musicians']","['band music', 'teenage musicians', 'women rock musicians']",m,"{'rock groups': 18, 'women rock musicians': 3}"
"understanding the pipe organ : a guide for students, teachers and lovers of the instrument","""this book describes the mechanics, fabrication, and acoustics of all types of pipe organs though intended as a technical guide, it's accessible to beginning students as well as technicians it covers the construction of several types of pipe organ, with chapters on actions, chests, pipe work, wind supply, electrical circuitry, mechanics, registration, organ placement, acoustics, and repairs""--provided by publisher",the principal components of the organ -- the wind supply -- mechanical action -- electric action -- organ chests -- unification and duplexing -- aids to registration -- acoustics of organ pipes -- pipework -- achieving optimal sound through location and placement -- can you or should you fix it yourself?,['organ (musical instrument)'],"['wurlitzer organ', 'organ (musical instrument)', 'wind instruments']",m,{'organ (musical instrument)': 2}
tin pan alley girl : a biography of ann ronell,"""best known as the writer of the lyric for the song ""who's afraid of the big bad wolf,"" and ""willow weep for me,"" ann ronell was also a translator and orchestrator for operatic works this biography traces ronell's life, marriage and friendships includes over forty pictures, a chronology, family tree, film credits, her senior dissertations, and works""--provided by publisher","omaha and new england, 1905-1929 -- the first songs and new york city : 1930-1932 -- ""willow weep for me"" : 1932 -- ""who's afraid of the big bad wolf?"" and disney studios : 1933-1935 -- lester cowan and hollywood : 1935-1936 -- kurt weill and blockade : 1937-1938 -- martha and opera in english : 1938-1939 -- the gypsy baron and light opera : 1939-1940 -- ship south and nicolai berezovsky : 1941-1942 -- count me in and broadway : 1942-1943 -- ""linda"" and the story of gi joe : 1944-1946 -- oh! susanna and stephen foster : 1947-1948 -- one touch of venus and forties hollywood : 1947-1948 -- love happy and the marx brothers : 1948-1950 -- main street to broadway and tin pan alley girl : 1951-1953 -- the eisenhower years and political songs : 1953-1960 -- walt disney and who's the real big bad wolf? : 1954-1958 -- martha revisited and the metropolitan opera : 1960-1961 -- meeting at a far meridian and the cold war : 1963-1965 -- later life and career : 1965-1993","['composers', 'lyricists']","['women lyricists', 'women musical theater producers and directors', 'women in musical theater']",m,"{'composers': 133, 'lyricists': 20}"
know what i mean? : reflections on hip-hop,"describes social, cultural, and political aspects of hip-hop music through dialogues with academic scholars and documentary filmmakers","""what's the beef?"" : hip hop and its critics -- ""how real is this?"" : prisons, ipods, pimps, and the search for authentic homes -- this dark diction has become america's addiction"" : language, diaspora, and hip hop's bling economy -- ""it's trendy to be the conscious mc"" : culture, rhetoric, crack, and the politics of rap -- ""cover your eyes as i describe a scene so violent"" : violence, machismo, sexism, and homophobia -- ""nappy-head ho's, worse than bitch niggaz"" : don imus, the crisis of patriarchy, and the death and rebirth of hip hop","['rap (music)', 'hip-hop']","['rap (music)', 'gangsta rap (music)', 'rap musicians']",m,"{'rap (music)': 1, 'hip-hop': 6}"
making records : the scenes behind the music,"a successful producer presents an insider's tour of the recording business, tracing his early days working with commercials and jazz before working with such artists as frank sinatra and paul simon",frank sinatra : duets -- the producer -- the music that makes me dance -- music first! -- the song -- call me -- getting to know you -- spare the rod and spoil the artist -- on the record -- group therapy -- the studio -- it was a very good year -- the session -- bob dylan : blood on the tracks -- rhythms of a saint (recording paul simon) -- he's got a way about him (recording billy joel) -- it's all in the mix -- live from the president's house -- greetings from central park -- another side of live -- hooray for hollywood! -- on broadway -- what's next? -- back to the artist : ray charles : genius loves company -- kindred spirits,['sound recording executives and producers'],"['record labels', 'music publishing', 'sound recording executives and producers']",m,{'sound recording executives and producers': 3}
"tales from the crypt no3, zombielicious!",presents four horror stories in graphic novel format,"extra life - queen of the vampires - graveyard shift at the twighlight gardens - kid tested, mother approved","['horror comic books, strips, etc', 'comic books, strips, etc']","['horror comic books, strips, etc', 'horror tales, american', 'horror tales']",m,"{'horror comic books, strips, etc': 1, 'comic books, strips, etc': 13}"
taking your ipod touch to the max,"an introduction to each of the ipod's onboard applications: connecting to the internet, sending and receiving e-mail, listening to music, watching videos, and synchronizing calendars in addition there are hints, tips and suggestions to make the most of the ipod's hidden potential",bringing home the ipod touch -- interacting with your ipod touch -- browsing with wi-fi and safari -- preparing your media in itunes -- watching video on the ipod touch -- touching your music -- shopping at the music store -- staying on time with the clock and calendar -- using your desk set : contacts and calculator -- taking your photos with you on the ipod touch -- introducing january software upgrade features -- customizing your ipod touch -- hacking the ipod touch,"['ipod (digital music player)', 'digital music players', 'portable media players', 'pocket computers']","['ipod touch (digital music player)', 'ipod (digital music player)']",m,"{'ipod (digital music player)': 2, 'digital music players': 12, 'portable media players': 10, 'pocket computers': 4}"
fazaʼil-e-aʻmaal : revised translation of tablighi nisaab,"on different aspects of lives of the companions of prophet muhammad, d 632",stories of the sahaabah -- virtues of the holy qurʼan -- virtues of salaat -- virtues of zikr -- virtues of tabligh -- virtues of ramadhaan,['muslims'],"['christian biography', 'hindu philosophers']",m,{'muslims': 5}
music and identity : transformation and negotiation,"""due to significant political and social changes over the last decade in their countries and worldwide, many scholars in the nordic nations and in southern africa have been researching on 'music and identity' - an area with a paucity of literature it is our hope that this book will be beneficial to scholars interested in the field of music and identity this volume is the result of the swedish south african research network (ssarn) project, funded from 2004-2006 by the swedish international development cooperation agency (sida) and the national research foundation (nrf) of south africa, under the theme 'music and identity' ssarn was founded by stig-magnus thorsén of the university of gothenburg, sweden, in 2002 when he invited nordic and southern african scholars to participate in a research group focusing broadly on the topic 'music and identity'""--publisher's website","foreward / eric acrofi, maria smit and stig-magnus thorsén -- introduction / christine lucia -- iph'indela? where is the way? resurrecting an african identity through popular music in the post-apartheid south africa / thembela vokwana -- singing the nation : negotiating south african identity through choral music / nicol claire hammond -- music in the italian prisoner of war camps in south africa during the second world war / donato somma -- constructing the relevant listerner : power, knowledge and the construction of identity in the discourse of musical autonomy / tobias pontara -- the role of music in preserving the cultural identity of a migrant community : a case study of duakor fisherman / eric akrofi ; nicholas kofie -- encountering south african music from an australian perspective : a kaleidoscopic voyage of discovery / dawn joseph -- identity dynamics in popular and religious music : mary atieno and the international fellowship church choir (ifc) / jean kidula -- music and cultural identity among kurdish musicians in stockholm / andreas engström -- the colonial influence on music education in ghana and south africa -- travesty of prophecy? views of south african black choral composition / christine lucia -- the hymnic identities of the afrikaner / elsabé kloppers -- jazz in drum, an ambiguous discourse: ""matshikeze"" and the short stories in the 1950s / leif lorentzon -- facilitating the formation of personal and professional identities of arts and culture educators / maria smit -- tourism and cultural identity : conservation or commodification? / minette mans -- african music in global diasporic discourse : identity explorations of south african artist johnny mbizo dyani / patricia achieng opondo -- reidentifying an auditory community : worship in an independent south african church / christy m smith -- the musicians behind bars : can music help renew identities? / zoliswa twani -- sweden in play with south africa : personal musical experiences in postcolonial perspectives / stig-magnus thorsén -- storytelling as mediator between worlds / sandie malan -- djembe, darbuka or drum set in music school - cultural diversity in scandinavian music education / eva fock -- why localise a church's music? musical change, meanings and cultural identities in the evangelical lutheran church in namibia / jan hellberg -- intonjane music : a forum of identity formation for xhosa women / luvuyo dontsa","['music', 'music', 'music', 'music', 'music', 'music']","['music and transnationalism', 'nationalism in music', 'national socialism and music']",m,{'music': 55}
the music of tōru takemitsu,"tōru takemitsu (1930-1996) was the best-known japanese composer of his generation, bringing aspects of eastern and western traditions together, yet he remained something of an elusive figure the composer's own commentaries about his music, poetic and philosophical in tone, have tended to deepen the mystery and much writing on takemitsu to date has adopted a similar attitude, leaving many questions about his compositional methods unanswered this book is the first complete study of the composer's work to appear in english it is also the first book in this language to offer an in-depth analysis of his music takemitsu's works are increasingly popular with western audiences and peter burt attempts for the first time to shed light on the hitherto rather secretive world of his working methods, as well as place him in context as heir to the rich tradition of japanese composition in the twentieth century",pre-history : how western music came to japan -- music and 'pre-music' : takemitsu's early years -- experimental workshop : the years of jikken kōbō -- the requiem and its reception -- projections on to a western mirror -- 'cage shock' and after -- projections on to a eastern mirror -- modernist apogee : the early 1970s -- descent into the pentagonal garden -- towards the sea of tonality : the works of the 1980s -- beyond the far calls : the final years -- swimming in the ocean that has no west or east,['composers'],"['modernism (music)', 'orientalism in music', 'music and transnationalism']",m,{'composers': 36}
cool careers without college for music lovers,profiles the characteristics of and qualifications needed for twelve jobs that involve working with music,retail store employee -- professional dj -- music distribution -- audio engineer -- professional musician -- music broadcaster -- instrument technician -- booking agent/club manager -- music promoter -- instrument maintenance and repair -- music journalist -- starting your own record label,"['music', 'vocational guidance']","['music librarianship', 'music librarians', 'sound recording industry']",m,"{'music': 107, 'vocational guidance': 194}"
el tres cubano : a unique introduction to playing and understanding this traditional cuban instrument,"a bilingual approach to learning music reveals the traditional technique and true essence of a cuban folk instrument, with an accompanying cd that includes examples of the most popular cuban styles",includes discography (p 61),"['tres (musical instrument)', 'folk music', 'music']","['tres (musical instrument)', 'tejano musicians']",m,"{'tres (musical instrument)': 1, 'folk music': 22, 'music': 124}"
southern sounds from the north,"the author interviewed gospel artists throughout the state of ohio he shares their stories, as well as facts about the towns that these artists claim as part of their heritage",toledo tour -- monroe tour -- akron tour -- portsmouth tour -- mansfield tour -- cincinnati tour -- cambridge tour -- dayton tour -- passing the torch,['gospel musicians'],"['gospel musicians', 'americana (music)']",m,{'gospel musicians': 1}
the woodwind player's cookbook : creative recipes for a successful performance,"from the publisher: this valuable collection of quick-to-read yet deeply insightful strategies is like finding expert trade secrets all placed in one convenient source contributors to the book were even eager to get a look at each other's ideas! with outstanding records of performance, workshop clinics, recordings, research, composition, leadership and teaching, the 57 authors provide their favorite ""recipes"" that range from overviews of successful programs to specific topics that will inspire all levels and types of ensembles and performers sample ""recipes"" include: developing facility on the bass clarinet (j lawrie bloom); breathing demystified (leone buyse); recipe for preventing play-related health problems (william j dawson, md); how should i test a saxophone mouthpiece? (eugene rousseau); and many more","foreword -- acknowledgments -- about the authors -- preparing a professional oboist / ann adams -- tasteful oboe playing-developing the fundamentals of tone / valarie anderson -- bananas, turkey, and almonds-a studio teacher's recipe for coaching a successful recital / shelley binder -- developing facility on the bass clarinet / j lawrie bloom -- breathing demystified: a recipe for success / leone buyse -- art of practice / mary karen clardy -- recipe for preventing playing-related health problems / william j dawson -- whistle while you play / doris deloach -- clarinet makeover: successful basics of jaw and tongue position can quickly and easily solve three of your students' most prevalent clarinet problems / julie deroche -- spice up your ensemble with a dash of bassoon-a recipe for supporting and encouraging young bassoonists / william dietz -- successful show performance / mike duva -- improved intonation for young clarinetists / clark w fobes -- musical modeling: a method for developing musical expression / edward fraedrich -- instant first sounds on the flute-an appetizer for fun and success / laurie glencross -- recipe for jazz improvisation / victor l goines -- pulse and tonic versus beat and key / susan goodfellow -- my director taught me the wrong fingerings! / bruce hammel -- basic recipe for determining the direction of a musical phrase / diana haskell -- successful intonation is more than a matter of good taste! / wayne hedrick -- build on what you already know-a different way to approach improvisation / rob holmes -- seduction of the ear: the art of creating a beautiful sound / bil jackson -- shifting our values: music performance vs music education / celeste johnson -- trusting your sound in performance / lynn e klock -- difference-maker tonic / charles e lawson -- developing the independent studio / kenneth lee -- playing the contrabassoon / lewis lipnick -- saxophone recipe cards: personal practice and performance / joseph lulloff -- basic woodwind instrument care / bruce marking -- rich tone production with centered pitch a la whistle tones / leslie marrs -- developing a flexible oboe embouchure / james mason -- connections / scott mcneal -- recipe for difference tones-develops pitch flexibility and control / gary moody -- gourmet kitchen does not a chef make / ricardo morales -- recipe for pain-free playing / christine a moran -- teaching technical issues of the oboe; addressed through passion, singing, and acting / paige morgan -- to air is human; to phrase, divine / lynn ann musco -- woodwind doubling / james nesbit -- performance anxiety-a mindful approach / sheri oyan -- working as a woodwind doubler / elsie parker -- bassoon reed taste test: a recipe for the best intonation and response / richard polonchak -- orchestral performance: preparing for the first rehearsal / richard ramey -- why etudes? a guide for woodwind players and doubles / albert regni -- successful pie dough and rich, flavorful-filling / ibby roberts -- how should i test a saxophone mouthpiece? / eugene rousseau -- high-altitude performing / rebecca kemper scarnati -- fine-tuning the flute section / helen ann shanley -- surefire method for transferring b-flat soprano clarinetists to the low clarinets / richard shanley -- developing the complete woodwind player / kenneth singleton -- clarinet choir in every band? improving the quality of your ensemble through a real choir approach / guido six -- warmed-up clarinet or how to make certain you don't just have leftovers! / robert spring -- steve's supersonic seven-step saxophone souffle for high g-high notes that won't let you down / steven stuseck -- saxophone altissimo / dale underwood -- reflections and musings / himie voxman -- flashy fingers flambe / michael webster -- how to play well with others / john weigand -- good manners (of articulation) are essential / mark o weiger -- intonation hors d'oeuvres / charles west",['woodwind instruments'],"['clarinet', 'flute players']",m,{'woodwind instruments': 3}
the tale of billy turner and other stories,"billy turner's life on the isle of man in not eventful later he is forced to leave his home and the family he loves he soon finds himself thrust into a world of double-crossers and pirates, including the crew of the fleur de la mort and the captain's tenacious daughter, arabella smith billy's life will never be the same the volume also includes five short stories about jack sparrow's earliest days at sea",tale of billy turner -- not-so-calm before the storm -- the nosy stranger -- the bedeviled egg -- the mermaid key -- the cat's meow,"['pirates', 'adventure stories']","[""children's stories, english"", 'detective and mystery stories, english', 'horror tales, american', 'detective and mystery stories']",m,"{'pirates': 12, 'adventure stories': 8}"
rip your own : digitizing your records and tapes,"book description: if you're like many music lovers, you still have a lot of your music collection on old records and tape cassettes you probably want to be able to listen to a lot of that music on your ipod, but re-purchasing all of it in digital form would cost you hundreds, if not thousands of dollars have no fear, this book provides an easy-to-read, non-technical guide to digitizing all of those records on the cheap you'll get an overview of the tools available to help you with the task and how to find them from there, you'll get a gentle introduction to the world of digital audio that focuses on the task at hand with no unnecessary tech-speak you'll also learn how to use the software that can digitize that music into your computer, including how to clean up tape hiss, hum, pops, and clicks from the material you'll even get tips on how to organize your mp3s and which mp3 players are the best buy by the end of the book, you'll have learned to transfer all of your old records and tapes to mp3s you can listen to on the go, remastered some of your scratched records and worn-out tapes, and learned a little bit of pro audio to boot so what are you waiting for? your new digital music library awaits you","introduction -- chapter 1: digital lifestyle -- what exactly is a digital lifestyle? -- so how do i fit in to all of this? -- chapter 2: choose wisely: an overview of digital music players -- device: storage types -- flash-based -- hard drive-based -- external media-based -- device roundup -- apple inc -- creative labs -- microsoft -- sandisk -- sony -- chapter 3: imported goods: a guide to digitally importing and transferring music onto your computer -- digital formats -- sound quality -- original formats -- destination formats -- software for importing music -- rippers and media players -- recording software -- chapter 4: from analog to digital (and everything in between) -- digital audio interfaces -- connections -- internal versus external audio devices -- internal soundcards -- external soundcards -- other external devices -- signal flow -- chapter 5: good, the bad, and the audibly ugly -- what exactly is audio restoration? -- to restore or not to restore yeah, it's a question -- different types of noise -- getting acquainted wit the editing environment -- how to read a waveform -- basic audio restoration techniques -- initial preparation -- analysis -- noise reduction -- impulse artifact reduction -- software tools for audio restoration -- plug-ins -- chapter 6: organized chaos: organizing your digital music library -- hard drives: the external question? -- hard drive specifications -- desktop or portable? -- hard drive preparations -- options and preferences -- word on file organization -- filenames and nomenclatures -- what to do with your old lps, cds, and cassette tapes -- chapter 7: putting the pieces together -- word on music management software -- options and preferences (part 2) -- library location -- file format -- order of operations -- what to expect -- extra, extra! read all about it!: keeping current -- box is just a box until you open it and there's stuff inside -- first date -- second base -- sharing may be nice, but protected file aren't -- sometimes you have to disconnect to reconnect -- do this, don't do that: best practices for successful audio adventures -- dos -- don'ts -- index","['computer sound processing', 'music']","['digital music players', 'computer music']",m,"{'computer sound processing': 7, 'music': 47}"
are you famous? : touring america with alaska's fiddling poet,ken waldman's stories of his life as a travelling musician and poet,"between old life and new: intro and through disease -- how'd i get into this racket anyway? -- bedroom i have known -- logistics, technology, whatnot -- two gigs and a tour -- the dark side: show-biz --the darker side: publishing -- mr small businessman: your goods are odd -- driving north america: the contemplation of home -- opelousas, june 2005 -- postscript: breaux bridge, december 2007",['fiddlers'],"['concert tours', 'poets, american', 'americana (music)']",m,{'fiddlers': 491}
"mixing, recording, and producing techniques of the pros","music veteran music journalist rick clark conducted hundreds of revealing interviews with some of the biggest names in the industry to create this extraordinary title a truly thorough look at the recording world, this in-depth reference guide covers everything from recording strings and horn sections to using creative production techniques on the latest musical styles candid interviews with expert tips will enlighten you with the knowledge that has led the featured producers, engineers and composers to huge industry successes and millions of record sales this useful and entertaining information is organized by subject matter rather than by the celebrity so you can gain various expert advice on the topic you want to know about, and not about the personality you are learning from for any producers and engineers of audio productions who want the advice, opinions, tricks and techniques used by the leading experts in the field","acoustic ensemble recording -- analog versus digital -- bass -- brass -- creative production and recording -- cue mixes -- drum teaching -- drums -- dynamic signal processing -- evolution, where we are, looking forward, giving back, and life stuff -- field recording and film sound -- game audio -- guitar: electric and acoustic -- kwyboards -- live engineering and recording -- mastering -- mixing -- recording strings and orchestras -- percussion -- engineering philosophy -- production philosophy -- recording piano -- radio and tv mixes -- studio design, room tuning, and wiring -- surround sound recording and mixing -- tracking: notes on ensemble recording in two locations -- vocals -- contributor bios","['sound recordings', 'popular music', 'sound', 'sound engineers']","['sound recording executives and producers', 'sound recording industry', 'sound recordings']",m,"{'sound recordings': 3, 'popular music': 119, 'sound': 147, 'sound engineers': 4}"
stuff : every man should know,"a pocket-sized companion that includes everything a man should know includes sections such like how to cast a fishing rod, how to negotiate a raise, and how to give a great massage",classic guy stuff -- personal appearance -- etiquette and socializing -- good humor -- business and pleasure -- love and relationships,"['men', 'men']","['gifts', 'interpersonal relations', 'life skills']",m,{'men': 7}
it all begins with the music : developing successful artists and careers for the new music business,"an examination of the various professions in the music business, with examples and interview excerpts of individuals in these fields","the songwriter -- the artist -- the a&r exec/the label -- the producer -- the mixer -- the manager -- film/tv -- the lawyer -- new days, new directions, new ideas -- the publisher -- the performing rights organization -- the american idol -- music as the international language","['music trade', 'music']","['music publishing', 'music entrepreneurship', 'music publishers']",m,"{'music trade': 10, 'music': 50}"
majoring in music : all the stuff you need to know,"offers tips, strategies, and advice on pursuing a music study program at a college, university, or conservatory",the academic stuff time management ; study habits ; advising ; campus services ; get involved -- the musical stuff practicing ; listening ; using the metronome ; marking parts ; music theory tips ; aural-skill tips ; music history tips ; sight reading ; talk with your professors ; your recital ; odds and ends -- the life stuff embracing a positive attitude ; health ; roommates ; choosing friends ; money ; alcohol and drugs ; sexual relations ; be good to yourself,"['music in universities and colleges', 'music', 'music']","['music in universities and colleges', 'music and science']",m,"{'music in universities and colleges': 1, 'music': 74}"
"acoustics and the performance of music : manual for acousticians, audio engineers, musicians, architects and musical instruments makers","connects scientific understandings of acoustics with practical applications to musical performance of central importance are the tonal characteristics of musical instruments and the singing voice including detailed representations of directional characteristics furthermore, room acoustical concerns related to concert halls and opera houses are considered based on this, suggestions are made for musical performance included are seating arrangements within the orchestra and adaptation of performance techniques to the performance environment this presentation dispenses with complicated mathematical connections and aims for conceptual explanations accessible to musicians, particularly for conductors the graphical representations of the directional dependence of sound radiation by musical instruments and the singing voice are unique this german edition has become a standard reference work for audio engineers and scientists",introduction to acoustics -- structural of musical sound -- tonal characteristics of musical instruments -- foundations of room acoustics -- acoustical properties of old and new performance spaces -- seating arrangement in the concert hall -- acoustic considerations for instrumentation and playing technique -- acoustical problems in the opera house -- table for angular dependence of the statistical directivity factor,"['music', 'acoustical engineering', 'conducting', 'music', 'theaters']","['acoustical engineering', 'sound (philosophy)']",m,"{'music': 121, 'acoustical engineering': 1, 'conducting': 134, 'theaters': 504}"
the toddler's songbook,"""seventeen familiar songs, each accompanied by a brief narrative""--provided by publisher","rise and shine -- praise him, praise him -- jesus loves me -- if you're happy -- he's got the whole world in his hands -- mozart's lullaby -- hallelujah, praise the lord -- old macdonald -- god is so good -- who did? -- zaccheus -- mary had a baby -- twinkle, twinkle, little star -- oh, be careful -- little david, play on your harp -- oh, how lovely is the evening -- all through the night","[""children's songs""]","[""children's songs"", 'preschool music', 'nursery rhymes']",m,"{""children's songs"": 1}"
seeking the significance of music education : essays and reflections,"""noted music educator bennett reimer has selected 24 of his previously published articles from a variety of professional journals spanning the past 50 years during that time, he's tackled generating core values for the field of music education; the core in larger societal and educational contexts; what to teach and how to teach it effectively; how we need to educate our teachers; the role of research in our profession; and how to improve our future status""--provided by publisher",our values as a school subject generating core values ; core values in larger contexts -- achieving our values what and how to teach ; educating our teachers ; the role of research -- preserving and enhancing our viability our values in service of our future,['music'],"['music teachers', 'music in universities and colleges', 'music and philosophy']",m,{'music': 70}
miley ray cyrus,"""describes the life and career of miley ray cyrus""--provided by publisher",miley's big moment -- born to perform -- a rising star -- tapping her talents -- hannah montana grows up,"['singers', 'television actors and actresses']","['celebrities in popular culture', 'biography', 'music journalists']",m,"{'singers': 17, 'television actors and actresses': 9}"
"a fine romance : jewish songwriters, american songs","a look at the formation of the american songbook-the timeless numbers that became jazz standards, iconic love songs, and sound tracks to famous movies-and explores the extraordinary fact that this songbook was written almost exclusively by jews -- dust jacket","apologia : little white lies -- prelude : jewish genius -- my romance -- tales of the uncles, part i -- tales of the uncles, part ii -- last night when we were young -- i didn't know what time it was -- the world on a string -- a right to sing the blues -- some other time","['popular music', 'popular music', 'jewish composers', 'jewish lyricists']","['jewish lyricists', 'jewish composers']",m,"{'popular music': 192, 'jewish composers': 2, 'jewish lyricists': 1}"
pops : a life of louis armstrong,"louis armstrong was the greatest jazz musician of the twentieth century and a giant of modern american culture offstage he was witty, introspective and unexpectedly complex, a beloved colleague with an explosive temper whose larger-than-life personality was tougher and more sharp-edged than his worshipping fans ever knew wall street journal arts columnist terry teachout has drawn on new sources unavailable to previous biographers, including hundreds of private recordings of backstage and after-hours conversations, to craft a sweeping new narrative biography of this towering figure that shares, for the first time, full, accurate versions of such storied events as armstrong's quarrel with president eisenhower and his decision to break up his big band--from publisher description","bastards from the start : apprenticeship in new orleans, 1901-1919 -- all those tall buildings : leaving home, 1919-1924 -- a flying cat : harlem and chicago, 1924-1927 -- it's got to be art : with earl hines, 1928 -- the way a trumpet should play : on the move, 1929-1930 -- don't let 'em cool off, boys : on the run, 1930-1932 -- i didn't blow the horn : crisis, 1932-1935 -- always have a white man : with joe glaser, 1935-1938 -- the people who criticize : losing touch, 1938-1947 -- keep the horn percolating : renewal, 1947-1954 -- the nice taste we leave : ambassador satch, 1954-1963 -- i don't sigh for nothing : at the top, 1963-1971",['jazz musicians'],"['jazz musicians', 'jazz singers']",m,{'jazz musicians': 1}
"rigoletto, trovatore, and traviata : verdi's middle period masterpieces on and off the stage","""the composer verdi created opera's rigoletto, trovatore, and traviata this volume examines the history of composition, of performance, and the sourcing of each the author provides analyses of the musical and dramatic accompaniments for each work, ways in which their presentation has changed over time, annotations, an index of operas and composers, discographies and videographies with critical analyses""--provided by publisher",before rigoletto -- the miracle of rigoletto -- rigoletto realized -- il trovatore : the romantic ideal -- the troubadour sings -- the lady of the camelias : la traviata from hard fact to high art -- love and death set to music -- rigoletto recordings -- il trovatore recordings -- la traviata recordings -- video presentations,['opera'],"['opera and technology', 'orientalism in opera', 'symbolism in opera', 'blacks in opera']",m,{'opera': 8}
aerosmith : hard rock superstars,"""a biography of american rock band aerosmith""--provided by publisher","sweet emotion -- coming together -- ragged start -- ""dream on"" -- falling apart -- sobering decisions -- back on top -- train keeps a-rollin'",['rock musicians'],"['rock groups', 'bands (music)', 'punk rock musicians']",m,{'rock musicians': 5}
the clash : punk rock band,"""a biography of british punk rock band the clash""--provided by publisher","a riot of my own -- who are the clash? -- no elvis, beatles, or the rolling stones -- london calling -- should i stay or should i go? -- the last gang in town","['rock groups', 'punk rock musicians']","['punk rock music', 'punk rock musicians']",m,"{'rock groups': 4, 'punk rock musicians': 2}"
